partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter
partner_578,NA,Services,Gold,8,4,stable,3,2.0,46.4,26,1,0,0.0206,0
partner_579,APAC,Services,Bronze,10,4,stable,8,4.8,31.7,42,1,1,0.688,0
partner_580,NA,Services,Gold,28,6,declining,7,7.4,38.1,11,3,0,0.0611,0
partner_581,NA,Services,Bronze,29,4,stable,5,3.6,32.7,52,0,1,0.5376,0
partner_582,NA,Tech,Silver,23,10,stable,0,2.8,94.0,0,5,0,0.0,0
partner_583,EMEA,Tech,Bronze,38,6,stable,3,1.3,52.4,50,2,0,0.0586,0
partner_584,NA,Retail,Bronze,44,8,improving,1,0.9,57.1,35,10,0,0.0027,0
partner_585,APAC,Manufacturing,Bronze,45,4,declining,7,4.1,53.8,47,0,1,0.3437,0
partner_586,LATAM,Services,Bronze,36,9,improving,0,4.2,90.4,32,7,0,0.0002,0
partner_587,EMEA,Tech,Bronze,34,5,declining,3,1.7,50.2,36,1,0,0.0973,0
partner_588,NA,Manufacturing,Bronze,31,9,declining,2,1.6,63.6,34,3,0,0.0133,0
partner_589,EMEA,Retail,Bronze,16,6,declining,4,5.5,51.2,10,1,0,0.0275,0
partner_590,EMEA,Retail,Bronze,31,5,improving,3,7.1,45.2,13,1,0,0.0537,0
partner_591,APAC,Retail,Silver,3,5,improving,6,4.7,49.9,43,3,0,0.4234,1
partner_592,NA,Retail,Gold,59,9,improving,0,3.1,77.3,27,4,0,0.0002,0
partner_593,NA,Services,Silver,24,6,stable,4,1.6,53.8,51,4,0,0.0552,0
partner_594,NA,Tech,Bronze,46,7,declining,5,0.9,55.4,27,2,0,0.0031,0
partner_595,EMEA,Services,Bronze,58,10,improving,1,0.5,71.8,25,4,0,0.0027,0
partner_596,EMEA,Manufacturing,Gold,31,7,declining,2,2.3,38.4,57,4,0,0.0672,0
partner_597,LATAM,Retail,Bronze,52,6,stable,2,3.9,37.4,38,1,1,0.3792,0
partner_598,LATAM,Retail,Bronze,30,5,improving,6,1.6,54.4,51,2,0,0.0121,0
partner_599,APAC,Services,Gold,10,4,stable,3,4.2,64.7,22,2,1,0.107,0
partner_600,LATAM,Retail,Gold,4,7,improving,0,2.0,39.8,0,7,0,0.0028,0
partner_601,NA,Services,Bronze,10,9,improving,0,1.5,66.5,11,8,0,0.0013,0
partner_602,LATAM,Retail,Silver,57,7,improving,3,4.3,66.9,47,2,0,0.0182,0
partner_603,APAC,Manufacturing,Bronze,30,3,stable,9,4.4,36.7,60,0,1,0.3249,1
partner_604,LATAM,Services,Silver,21,5,declining,11,6.7,66.7,68,1,1,0.8623,0
partner_605,APAC,Retail,Bronze,28,5,stable,6,4.9,49.5,21,3,0,0.0238,0
partner_606,LATAM,Retail,Bronze,17,9,improving,2,1.7,89.0,23,3,0,0.0005,0
partner_607,APAC,Services,Silver,53,5,stable,6,6.1,50.1,56,1,1,0.5579,1
partner_608,EMEA,Retail,Bronze,60,7,improving,1,1.5,72.6,21,3,0,0.0059,0
partner_609,LATAM,Tech,Silver,7,6,improving,2,5.1,43.9,25,3,0,0.0124,0
partner_610,NA,Tech,Bronze,44,8,improving,2,3.6,68.0,0,2,0,0.0005,0
partner_611,NA,Retail,Gold,22,6,improving,9,3.0,40.9,84,1,1,0.7663,1
partner_612,LATAM,Services,Silver,5,6,stable,1,1.3,49.2,33,2,0,0.1631,0
partner_613,APAC,Services,Bronze,56,4,improving,3,3.4,8.5,28,0,0,0.0777,0
partner_614,APAC,Tech,Silver,6,4,improving,6,5.5,46.6,87,0,0,0.7638,1
partner_615,EMEA,Services,Bronze,14,7,declining,0,2.4,64.6,11,3,0,0.0175,0
partner_616,LATAM,Retail,Bronze,4,3,stable,6,4.7,53.0,51,0,0,0.4401,0
partner_617,LATAM,Retail,Bronze,30,5,stable,6,3.7,44.9,22,1,1,0.1911,1
partner_618,NA,Manufacturing,Gold,37,6,improving,4,0.9,38.8,67,2,0,0.1155,0
partner_619,EMEA,Services,Silver,21,7,declining,7,5.8,21.8,84,0,1,0.4988,1
partner_620,EMEA,Retail,Gold,7,5,declining,4,6.6,29.7,82,0,1,0.4631,0
partner_621,LATAM,Retail,Gold,9,6,stable,1,5.0,90.9,70,2,0,0.0138,0
partner_622,NA,Tech,Gold,57,7,stable,2,2.7,33.5,25,2,0,0.0101,0
partner_623,APAC,Services,Bronze,49,6,improving,4,3.3,18.8,89,0,0,0.6453,1
partner_624,NA,Retail,Gold,57,7,declining,4,2.7,41.5,48,0,0,0.1299,1
partner_625,APAC,Tech,Silver,33,7,stable,5,1.4,90.2,3,1,1,0.0022,0
partner_626,NA,Manufacturing,Bronze,34,4,stable,7,8.5,42.8,54,1,1,0.4755,1
partner_627,LATAM,Tech,Silver,48,5,declining,2,3.8,72.1,52,0,1,0.1466,0
partner_628,EMEA,Retail,Bronze,38,10,stable,0,3.0,76.7,0,5,0,0.0001,0
partner_629,NA,Retail,Bronze,28,3,declining,3,6.0,15.6,61,0,1,0.9552,1
partner_630,APAC,Tech,Bronze,19,7,improving,0,3.0,59.5,39,3,1,0.0081,0
partner_631,APAC,Tech,Bronze,31,6,stable,7,2.8,43.4,57,2,0,0.2897,1
partner_632,APAC,Services,Bronze,6,9,improving,1,3.8,62.0,46,2,0,0.0011,0
partner_633,EMEA,Manufacturing,Gold,14,9,stable,0,0.8,67.3,20,4,0,0.0008,0
partner_634,NA,Manufacturing,Silver,45,5,declining,5,5.1,53.2,36,0,1,0.5105,1
partner_635,EMEA,Services,Silver,53,10,improving,0,0.5,100.0,0,7,0,0.0,0
partner_636,EMEA,Tech,Bronze,8,9,improving,2,2.4,47.6,31,3,0,0.0155,0
partner_637,LATAM,Tech,Bronze,8,5,declining,6,3.6,25.1,41,1,1,0.152,0
partner_638,LATAM,Services,Bronze,7,5,declining,5,6.2,49.2,46,1,1,0.6818,1
partner_639,LATAM,Retail,Silver,48,8,improving,2,0.5,60.7,0,2,1,0.0003,0
partner_640,APAC,Manufacturing,Bronze,21,2,stable,9,9.7,30.4,50,0,0,0.9735,1
partner_641,LATAM,Services,Silver,21,7,stable,3,1.6,88.5,39,3,0,0.0014,0
partner_642,APAC,Retail,Silver,3,7,improving,1,2.5,48.9,0,3,1,0.0023,0
partner_643,EMEA,Tech,Silver,59,5,stable,3,4.4,50.5,41,2,0,0.053,0
partner_644,EMEA,Retail,Gold,28,4,stable,3,4.7,41.4,33,0,0,0.053,0
partner_645,LATAM,Retail,Bronze,49,4,declining,13,5.6,19.2,34,0,1,0.8802,1
partner_646,APAC,Tech,Gold,44,5,improving,5,6.4,18.0,70,0,1,0.7871,1
partner_647,EMEA,Retail,Silver,11,4,declining,5,8.7,45.8,73,0,0,0.9467,1
partner_648,NA,Services,Silver,49,4,improving,3,5.3,35.5,60,1,0,0.1351,0
partner_649,LATAM,Services,Silver,34,9,improving,0,2.2,60.5,0,7,0,0.0005,0
partner_650,EMEA,Services,Silver,38,6,declining,9,3.4,42.5,33,1,1,0.3484,0
partner_651,NA,Retail,Gold,14,6,declining,2,2.6,68.6,62,1,1,0.0757,0
partner_652,APAC,Retail,Bronze,52,3,stable,6,6.6,33.6,52,0,0,0.4289,0
partner_653,LATAM,Retail,Silver,57,5,declining,7,7.5,36.4,67,1,0,0.8444,1
partner_654,EMEA,Retail,Silver,26,9,stable,1,4.5,27.6,23,1,0,0.0123,0
partner_655,APAC,Services,Bronze,8,9,improving,0,0.5,85.4,27,3,1,0.0003,0
partner_656,NA,Tech,Gold,52,6,declining,7,1.1,44.5,4,1,1,0.0306,0
partner_657,APAC,Retail,Bronze,54,9,improving,1,1.9,92.8,38,8,0,0.0003,0
partner_658,EMEA,Services,Silver,32,8,stable,1,3.1,28.6,29,3,0,0.0208,0
partner_659,NA,Tech,Bronze,36,7,declining,3,2.9,59.3,6,5,0,0.0044,0
partner_660,NA,Retail,Bronze,15,3,stable,5,5.5,67.6,20,1,0,0.0293,0
partner_661,EMEA,Retail,Silver,6,6,declining,2,5.1,49.3,32,2,0,0.0763,0
partner_662,APAC,Manufacturing,Bronze,57,6,improving,1,4.1,51.0,42,3,0,0.0365,0
partner_663,EMEA,Services,Bronze,31,8,stable,4,0.9,52.9,38,0,0,0.0055,0
partner_664,EMEA,Retail,Bronze,18,4,stable,4,3.0,29.3,36,0,0,0.2638,0
partner_665,NA,Services,Bronze,43,10,improving,1,1.6,100.0,27,7,1,0.0001,0
partner_666,LATAM,Services,Silver,4,10,improving,0,0.5,90.5,0,7,0,0.0,0
partner_667,APAC,Services,Gold,7,8,stable,3,2.0,49.3,33,0,1,0.0026,0
partner_668,APAC,Retail,Bronze,17,8,declining,3,4.8,54.4,39,1,0,0.2085,1
partner_669,EMEA,Retail,Silver,29,8,improving,0,0.5,89.0,33,1,0,0.0007,0
partner_670,NA,Services,Bronze,24,5,stable,4,0.5,54.3,38,4,1,0.0163,0
partner_671,EMEA,Tech,Silver,13,1,stable,6,4.0,42.7,56,0,1,0.7489,1
partner_672,NA,Manufacturing,Bronze,23,9,declining,2,4.7,66.5,21,2,0,0.0161,0
partner_673,APAC,Services,Bronze,22,6,improving,2,6.1,51.5,69,1,0,0.164,0
partner_674,LATAM,Retail,Bronze,33,4,declining,4,2.1,41.3,76,0,1,0.76,1
partner_675,NA,Services,Silver,35,6,stable,4,1.4,61.6,50,1,1,0.0302,0
partner_676,NA,Services,Silver,54,5,stable,3,4.4,67.3,38,2,0,0.0042,0
partner_677,APAC,Manufacturing,Bronze,49,10,stable,0,0.5,91.6,33,7,0,0.0001,0
partner_678,NA,Tech,Silver,19,6,improving,0,5.7,56.5,51,4,0,0.0184,0
partner_679,EMEA,Services,Silver,55,5,stable,5,4.5,64.2,42,1,0,0.0395,0
partner_680,NA,Tech,Bronze,33,7,stable,1,4.4,84.3,28,4,0,0.0202,0
partner_681,EMEA,Manufacturing,Silver,13,7,declining,0,1.7,48.7,38,4,0,0.0716,0
partner_682,EMEA,Services,Gold,22,8,improving,0,3.3,76.6,0,3,0,0.0007,0
partner_683,EMEA,Manufacturing,Bronze,46,6,stable,5,7.4,36.0,74,1,0,0.5006,1
partner_684,NA,Retail,Silver,50,7,declining,2,4.3,49.5,22,1,0,0.0168,0
partner_685,LATAM,Retail,Bronze,24,4,declining,5,5.1,14.2,50,0,0,0.1906,0
partner_686,NA,Retail,Silver,12,6,stable,3,3.0,52.7,14,3,0,0.0078,0
partner_687,NA,Tech,Bronze,14,7,stable,1,0.6,66.7,18,4,0,0.0015,0
partner_688,APAC,Tech,Silver,9,5,stable,2,1.7,42.3,31,2,0,0.0401,0
partner_689,LATAM,Manufacturing,Bronze,43,10,stable,1,0.5,100.0,22,4,0,0.0001,0
partner_690,NA,Tech,Silver,32,6,stable,5,0.9,34.0,63,1,0,0.1291,0
partner_691,EMEA,Services,Gold,29,10,stable,0,0.5,82.9,59,3,0,0.0016,0
partner_692,APAC,Services,Bronze,41,6,stable,1,0.5,16.1,44,0,0,0.0897,0
partner_693,EMEA,Retail,Gold,51,9,declining,0,1.1,69.0,17,3,0,0.0009,0
partner_694,NA,Manufacturing,Gold,49,7,declining,3,3.6,75.7,42,2,0,0.0058,0
partner_695,APAC,Manufacturing,Gold,10,5,improving,6,3.4,60.2,28,0,0,0.1058,0
partner_696,NA,Tech,Bronze,37,9,declining,1,1.8,72.6,1,4,0,0.0007,0
partner_697,LATAM,Retail,Silver,54,9,declining,0,3.3,71.8,12,11,0,0.0004,0
partner_698,NA,Services,Bronze,47,5,stable,4,7.3,44.8,58,0,0,0.2749,0
partner_699,LATAM,Services,Bronze,22,8,improving,3,6.0,83.3,0,1,0,0.0031,0
partner_700,EMEA,Manufacturing,Gold,25,9,improving,0,2.6,91.9,45,5,0,0.0003,0
partner_701,EMEA,Services,Silver,54,8,stable,2,2.4,45.3,35,5,0,0.0079,0
partner_702,NA,Services,Silver,4,3,stable,5,3.4,44.9,63,2,1,0.9277,1
partner_703,EMEA,Tech,Bronze,33,8,improving,0,3.0,43.2,0,2,0,0.0004,0
partner_704,APAC,Manufacturing,Silver,9,10,improving,1,1.1,67.5,0,5,0,0.0001,0
partner_705,EMEA,Tech,Silver,54,4,declining,2,3.8,36.2,33,2,0,0.095,1
partner_706,NA,Services,Bronze,5,5,stable,2,2.9,75.1,28,2,0,0.0039,0
partner_707,LATAM,Retail,Gold,4,4,declining,4,3.6,25.8,61,0,1,0.701,1
partner_708,LATAM,Tech,Bronze,22,10,improving,0,0.5,76.8,31,1,0,0.0001,0
partner_709,NA,Services,Bronze,14,6,stable,2,2.2,63.6,37,3,0,0.0133,0
partner_710,NA,Retail,Silver,31,5,declining,8,7.3,20.9,49,0,1,0.8067,0
partner_711,APAC,Services,Gold,20,7,stable,4,6.7,8.7,100,1,0,0.824,1
partner_712,LATAM,Tech,Bronze,23,2,stable,3,6.0,28.0,50,2,1,0.6693,0
partner_713,APAC,Services,Bronze,35,5,improving,6,3.5,42.7,32,0,1,0.1143,0
partner_714,APAC,Services,Bronze,35,4,stable,2,2.4,60.0,4,1,0,0.0367,0
partner_715,LATAM,Tech,Gold,57,10,stable,0,3.5,88.6,5,12,0,0.0,0
partner_716,EMEA,Services,Bronze,30,4,stable,7,3.1,43.6,72,0,0,0.0598,0
partner_717,NA,Tech,Silver,35,7,stable,0,3.1,75.7,10,2,0,0.0032,0
partner_718,EMEA,Manufacturing,Gold,42,6,declining,3,7.4,50.9,73,0,0,0.7544,1
partner_719,LATAM,Manufacturing,Bronze,13,3,declining,3,4.8,41.3,57,0,0,0.5735,1
partner_720,APAC,Services,Silver,41,5,stable,4,3.0,38.6,3,0,0,0.0025,0
partner_721,NA,Retail,Silver,52,6,stable,0,4.0,54.7,34,9,0,0.0017,0
partner_722,NA,Retail,Silver,21,9,stable,1,2.9,48.0,24,2,0,0.0006,0
partner_723,EMEA,Manufacturing,Bronze,13,9,declining,1,3.0,50.6,5,4,0,0.007,0
partner_724,APAC,Manufacturing,Bronze,23,2,stable,8,8.4,17.3,98,0,1,0.9946,1
partner_725,EMEA,Tech,Bronze,18,4,stable,4,0.6,70.3,71,0,1,0.1169,0
partner_726,EMEA,Retail,Silver,36,6,declining,12,5.0,43.2,32,1,1,0.3131,1
partner_727,EMEA,Tech,Silver,53,10,stable,1,0.6,79.4,20,4,1,0.0001,0
partner_728,EMEA,Services,Bronze,37,8,improving,0,2.2,84.6,28,3,0,0.0024,0
partner_729,NA,Retail,Bronze,10,4,declining,4,4.1,36.2,45,2,0,0.5061,1
partner_730,NA,Tech,Gold,21,7,stable,1,2.9,64.9,35,1,0,0.0012,0
partner_731,NA,Services,Bronze,42,7,improving,0,2.7,86.0,20,3,0,0.0001,0
partner_732,EMEA,Retail,Bronze,22,7,improving,3,3.6,62.9,51,1,0,0.0024,0
partner_733,EMEA,Manufacturing,Silver,37,4,improving,6,3.6,89.6,45,2,0,0.0494,0
partner_734,NA,Retail,Bronze,43,8,declining,1,2.3,92.5,0,5,0,0.0001,0
partner_735,EMEA,Services,Bronze,22,3,stable,6,4.8,32.9,19,0,0,0.2872,0
partner_736,LATAM,Manufacturing,Bronze,40,10,improving,3,2.4,66.8,0,1,0,0.0005,0
partner_737,EMEA,Services,Bronze,26,7,improving,4,2.7,61.6,0,4,0,0.0129,0
partner_738,NA,Retail,Silver,10,10,improving,0,0.5,100.0,0,5,0,0.0,0
partner_739,NA,Tech,Silver,24,6,stable,2,5.6,51.2,33,1,0,0.034,0
partner_740,NA,Services,Silver,28,9,stable,0,2.0,70.9,18,3,0,0.0,0
partner_741,EMEA,Retail,Bronze,3,6,declining,3,3.3,45.2,45,1,1,0.0173,0
partner_742,EMEA,Retail,Silver,54,5,declining,4,5.1,22.7,53,0,1,0.1894,1
partner_743,APAC,Retail,Bronze,33,5,improving,3,3.6,42.5,66,3,0,0.292,1
partner_744,EMEA,Services,Silver,5,3,stable,5,7.1,5.6,31,0,0,0.9391,1
partner_745,NA,Manufacturing,Bronze,53,9,improving,1,3.8,76.1,31,9,0,0.0012,0
partner_746,NA,Manufacturing,Silver,52,3,stable,4,4.1,49.6,53,3,1,0.4293,1
partner_747,NA,Manufacturing,Bronze,3,10,improving,0,4.2,64.1,3,0,0,0.001,0
partner_748,NA,Tech,Bronze,12,9,improving,0,2.3,91.4,27,2,0,0.0001,0
partner_749,LATAM,Tech,Bronze,24,4,declining,6,3.2,21.2,68,0,1,0.8796,1
partner_750,APAC,Tech,Bronze,32,4,declining,6,6.4,21.5,62,0,0,0.8348,1
partner_751,EMEA,Manufacturing,Bronze,45,4,improving,9,1.9,14.0,10,0,1,0.1958,0
partner_752,NA,Retail,Silver,27,9,improving,0,0.5,96.6,33,5,0,0.0002,0
partner_753,EMEA,Services,Silver,38,4,declining,3,5.1,56.1,52,1,0,0.1335,0
partner_754,NA,Services,Bronze,3,6,declining,2,5.0,62.3,60,3,0,0.0248,0
partner_755,LATAM,Tech,Gold,41,3,declining,6,5.9,51.9,0,1,1,0.6793,1
partner_756,EMEA,Manufacturing,Silver,56,6,declining,1,6.0,42.0,35,2,1,0.074,0
partner_757,NA,Retail,Gold,33,10,stable,0,2.1,64.6,0,9,0,0.0001,0
partner_758,APAC,Services,Silver,29,5,stable,4,3.5,20.3,73,1,1,0.7024,1
partner_759,EMEA,Services,Silver,20,9,improving,0,3.2,60.6,0,4,0,0.0001,0
partner_760,NA,Services,Silver,58,5,stable,3,2.1,54.7,65,0,0,0.0667,0
partner_761,LATAM,Tech,Silver,4,10,declining,0,1.2,52.5,30,7,0,0.0012,0
partner_762,EMEA,Retail,Gold,19,7,declining,0,3.3,47.3,35,1,0,0.0162,0
partner_763,EMEA,Retail,Bronze,11,6,declining,6,4.5,46.2,70,4,1,0.2441,0
partner_764,EMEA,Retail,Bronze,53,7,declining,4,2.7,72.8,16,1,0,0.0014,0
partner_765,APAC,Retail,Bronze,30,6,improving,0,2.7,45.7,23,4,0,0.0065,0
partner_766,EMEA,Retail,Gold,56,10,stable,0,0.5,82.3,33,2,0,0.0003,0
partner_767,EMEA,Services,Bronze,41,6,declining,3,2.8,75.2,28,1,0,0.016,0
partner_768,EMEA,Retail,Silver,35,6,declining,3,6.7,20.6,20,1,0,0.2805,0
partner_769,EMEA,Retail,Silver,33,8,improving,0,1.1,100.0,3,5,0,0.0002,0
partner_770,LATAM,Services,Gold,14,8,declining,2,3.7,61.3,21,2,0,0.011,0
partner_771,EMEA,Manufacturing,Bronze,35,8,improving,1,0.5,86.0,65,3,0,0.0003,0
partner_772,NA,Services,Silver,42,8,stable,0,6.5,82.9,42,7,0,0.0016,0
partner_773,NA,Manufacturing,Gold,58,7,declining,4,2.7,38.0,35,2,0,0.0749,0
partner_774,APAC,Services,Bronze,34,7,stable,1,1.1,65.2,9,2,0,0.0019,0
partner_775,EMEA,Manufacturing,Silver,57,6,stable,3,3.1,37.8,42,3,0,0.0854,0
partner_776,APAC,Tech,Bronze,57,3,stable,4,2.4,43.9,67,2,0,0.0683,0
partner_777,LATAM,Manufacturing,Silver,33,5,stable,6,4.7,45.1,56,1,0,0.3415,1
partner_778,EMEA,Tech,Silver,28,6,improving,1,0.8,66.0,14,1,0,0.0102,0
partner_779,LATAM,Tech,Bronze,11,3,declining,4,6.4,49.1,28,0,1,0.5697,1
partner_780,APAC,Tech,Bronze,18,9,improving,5,4.4,86.9,24,2,0,0.0325,0
partner_781,EMEA,Retail,Bronze,53,5,declining,6,4.7,28.0,66,0,1,0.8964,0
partner_782,APAC,Services,Bronze,11,6,improving,0,0.5,88.6,14,8,0,0.0017,0
partner_783,NA,Retail,Silver,26,5,declining,5,3.5,41.1,78,0,1,0.6029,0
partner_784,LATAM,Retail,Bronze,43,2,declining,7,5.6,5.3,80,0,1,0.9946,1
partner_785,APAC,Retail,Bronze,16,8,improving,1,1.1,62.1,35,1,0,0.0121,0
partner_786,NA,Services,Silver,59,9,improving,0,0.5,86.0,20,7,0,0.0001,0
partner_787,APAC,Tech,Silver,40,8,improving,0,4.0,58.2,0,6,0,0.0017,0
partner_788,NA,Manufacturing,Silver,4,5,stable,8,5.3,15.9,53,0,1,0.4825,0
partner_789,LATAM,Services,Gold,17,7,declining,3,4.1,32.7,25,1,1,0.0846,0
partner_790,LATAM,Retail,Bronze,45,6,declining,3,5.4,30.0,64,1,0,0.8494,1
partner_791,EMEA,Services,Silver,53,3,declining,7,5.4,9.4,52,0,1,0.9724,1
partner_792,NA,Tech,Bronze,56,7,stable,1,2.2,91.5,23,3,0,0.0016,0
partner_793,NA,Retail,Silver,52,6,declining,5,5.1,4.0,50,0,0,0.353,0
partner_794,EMEA,Manufacturing,Gold,7,6,declining,4,5.7,41.7,66,0,0,0.0556,0
partner_795,EMEA,Services,Silver,45,7,stable,6,4.6,58.1,20,4,0,0.0014,0
partner_796,NA,Retail,Silver,9,8,stable,0,4.2,63.3,26,3,0,0.02,1
partner_797,EMEA,Manufacturing,Silver,7,5,declining,3,3.6,50.1,20,1,1,0.0236,0
partner_798,EMEA,Retail,Bronze,43,6,declining,4,2.2,39.1,31,0,0,0.199,0
partner_799,LATAM,Manufacturing,Silver,30,4,stable,2,5.8,43.3,47,2,0,0.1045,0
partner_800,LATAM,Manufacturing,Silver,40,7,stable,5,2.9,68.5,60,3,0,0.0848,1
partner_801,LATAM,Manufacturing,Gold,52,10,improving,2,1.3,79.7,7,4,0,0.0,0
partner_802,NA,Manufacturing,Bronze,6,7,stable,6,6.0,24.0,26,0,0,0.0851,0
partner_803,APAC,Retail,Bronze,33,7,stable,8,4.6,23.8,29,0,0,0.1436,1
partner_804,NA,Manufacturing,Silver,51,4,stable,2,2.4,45.6,44,3,0,0.3032,0
partner_805,EMEA,Manufacturing,Bronze,28,5,improving,3,4.7,42.5,79,4,0,0.4168,1
partner_806,EMEA,Manufacturing,Bronze,33,7,declining,6,6.8,40.4,54,2,1,0.3574,1
partner_807,LATAM,Retail,Bronze,31,10,improving,0,1.1,100.0,0,4,0,0.0,0
partner_808,EMEA,Tech,Silver,55,5,declining,6,3.9,36.1,49,1,0,0.5318,0
partner_809,NA,Tech,Bronze,5,5,declining,5,1.6,50.8,80,0,0,0.1266,0
partner_810,APAC,Retail,Bronze,53,5,improving,8,7.7,76.5,51,1,1,0.446,0
partner_811,EMEA,Retail,Bronze,50,5,stable,5,2.6,66.5,34,0,1,0.0089,0
partner_812,EMEA,Tech,Gold,50,3,declining,4,2.4,59.9,47,0,0,0.1025,0
partner_813,APAC,Manufacturing,Silver,26,4,declining,9,4.2,55.4,61,0,1,0.8839,1
partner_814,NA,Retail,Bronze,32,7,stable,2,5.3,52.2,33,1,0,0.0088,0
partner_815,EMEA,Services,Bronze,24,7,improving,2,5.6,59.9,60,2,0,0.0511,0
partner_816,APAC,Tech,Silver,17,10,improving,1,1.4,78.1,45,4,1,0.0001,0
partner_817,APAC,Services,Bronze,53,6,stable,2,2.2,85.5,34,4,0,0.0001,0
partner_818,NA,Tech,Silver,32,6,declining,3,2.8,66.5,24,3,1,0.028,0
partner_819,LATAM,Tech,Bronze,44,10,stable,1,2.9,66.9,0,7,0,0.0002,0
partner_820,EMEA,Manufacturing,Gold,8,7,improving,1,3.4,47.9,20,2,0,0.0093,0
partner_821,EMEA,Services,Bronze,48,5,declining,5,4.5,53.7,34,1,0,0.018,0
partner_822,NA,Tech,Silver,41,6,stable,4,5.8,23.8,38,0,0,0.1232,0
partner_823,EMEA,Tech,Bronze,60,8,improving,2,0.5,83.8,16,8,0,0.0011,0
partner_824,LATAM,Manufacturing,Gold,10,3,declining,10,5.7,52.0,72,0,0,0.6712,1
partner_825,APAC,Manufacturing,Gold,34,4,declining,7,5.1,32.9,46,0,1,0.4533,0
partner_826,EMEA,Retail,Silver,32,9,stable,0,1.9,95.8,0,2,0,0.0005,0
partner_827,NA,Tech,Bronze,34,9,improving,1,2.2,72.1,7,1,0,0.0004,0
partner_828,EMEA,Tech,Bronze,6,5,stable,1,3.6,57.1,72,1,1,0.1442,0
partner_829,APAC,Services,Silver,30,4,improving,5,4.2,33.4,73,0,0,0.2303,0
partner_830,EMEA,Tech,Silver,20,8,declining,3,7.6,41.8,21,3,0,0.0237,0
partner_831,LATAM,Tech,Bronze,38,9,improving,6,5.5,40.7,65,3,0,0.1867,0
partner_832,NA,Services,Bronze,16,5,stable,1,5.3,28.7,36,1,0,0.0726,0
partner_833,NA,Tech,Bronze,28,10,stable,1,0.7,73.8,55,4,0,0.0005,0
partner_834,LATAM,Retail,Silver,38,3,declining,9,4.3,54.1,78,0,0,0.8281,1
partner_835,LATAM,Retail,Silver,6,6,stable,3,3.5,28.2,55,1,0,0.2475,0
partner_836,NA,Retail,Silver,48,8,stable,1,2.2,59.7,34,4,0,0.0061,0
partner_837,LATAM,Retail,Silver,44,6,declining,3,1.9,33.8,78,5,0,0.116,0
partner_838,APAC,Tech,Bronze,6,8,improving,3,3.7,51.6,23,1,1,0.0132,0
partner_839,NA,Services,Bronze,6,10,improving,2,4.4,70.6,56,3,0,0.0027,0
partner_840,NA,Manufacturing,Bronze,52,5,improving,3,0.5,46.1,27,3,0,0.0101,0
partner_841,EMEA,Retail,Silver,19,9,improving,1,0.5,98.3,0,6,0,0.0,0
partner_842,LATAM,Manufacturing,Bronze,52,8,stable,3,6.1,30.7,51,0,0,0.1298,0
partner_843,NA,Retail,Bronze,31,6,improving,4,4.1,47.0,59,0,1,0.2334,0
partner_844,NA,Services,Bronze,22,5,declining,8,2.9,43.1,44,1,1,0.5821,1
partner_845,EMEA,Retail,Bronze,18,5,improving,4,5.4,41.4,84,1,0,0.0844,0
partner_846,APAC,Manufacturing,Silver,41,6,stable,5,2.1,93.0,58,4,0,0.0112,0
partner_847,NA,Tech,Bronze,9,7,stable,1,3.2,54.0,41,2,0,0.0022,0
partner_848,LATAM,Manufacturing,Bronze,26,5,stable,4,2.7,38.0,34,1,0,0.0289,0
partner_849,EMEA,Tech,Silver,23,6,declining,6,4.6,1.2,76,0,1,0.9371,1
partner_850,APAC,Services,Bronze,11,6,declining,4,6.1,43.1,13,0,0,0.0495,0
partner_851,EMEA,Retail,Bronze,23,7,stable,4,3.1,21.3,58,1,0,0.0992,0
partner_852,EMEA,Services,Bronze,33,5,stable,7,5.6,46.4,40,0,0,0.1454,0
partner_853,APAC,Tech,Silver,42,9,improving,0,2.8,66.3,55,3,0,0.0082,0
partner_854,APAC,Services,Bronze,8,7,declining,2,5.0,68.9,10,0,0,0.0151,0
partner_855,EMEA,Services,Silver,53,6,stable,0,2.8,45.0,27,2,0,0.0143,0
partner_856,NA,Services,Gold,53,4,stable,1,6.7,42.4,61,0,0,0.0721,0
partner_857,LATAM,Retail,Silver,43,2,declining,9,6.7,32.6,84,0,1,0.9818,1
partner_858,APAC,Retail,Bronze,56,6,declining,7,4.4,32.9,35,1,1,0.4514,0
partner_859,NA,Retail,Silver,27,2,declining,7,5.7,38.1,59,0,0,0.2963,0
partner_860,NA,Retail,Bronze,50,7,improving,3,2.9,62.0,60,1,0,0.0042,0
partner_861,LATAM,Manufacturing,Bronze,45,3,declining,6,4.4,26.8,86,0,0,0.7785,1
partner_862,LATAM,Services,Silver,35,5,declining,0,3.9,78.4,33,2,1,0.0239,1
partner_863,LATAM,Services,Bronze,13,9,declining,0,0.5,95.0,0,5,0,0.0002,0
partner_864,NA,Tech,Bronze,35,4,declining,5,3.9,9.8,32,0,1,0.6333,0
partner_865,EMEA,Manufacturing,Bronze,55,9,stable,0,0.9,88.3,26,8,0,0.0004,0
partner_866,APAC,Services,Bronze,60,6,stable,2,4.2,47.7,53,1,0,0.0065,0
partner_867,APAC,Services,Bronze,28,6,improving,2,3.2,85.1,24,6,0,0.0002,0
