partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter,avg_monthly_gtv,gtv_trend_3m,gtv_trend_yoy_3m,gtv_volatility,seasonal_autocorr_lag12,has_seasonality,gtv_vs_peers,gtv_vs_market_growth,gtv_seasonal_deviation_pct,gtv_ramp_vs_cohort,scoring_path,snapshot_role,snapshot_cutoff_month
partner_243,EMEA,Tech,Registered,53,6,declining,6,2.2,5.4,38,1,1,0.4414,0,10166.36,-13.91,0.57,0.18,0.8048,1,0.4688,-16.69,-6.0,0.0,mature,validation,29
partner_244,NA,Retail,Registered,19,4,declining,5,5.5,21.8,52,1,0,0.7499,1,10130.12,15.82,3.32,0.1118,0.3005,0,0.7234,13.02,0.0,0.0,mature,validation,29
partner_245,LATAM,Tech,Registered,46,6,declining,5,5.9,25.5,53,0,1,0.6771,1,13427.54,10.78,56.79,0.3606,-0.2646,0,0.871,8.0,0.0,0.0,mature,validation,29
partner_246,APAC,Retail,Registered,19,6,declining,2,4.0,49.9,57,1,0,0.1437,0,12585.99,26.19,14.57,0.2092,0.8344,1,0.7742,23.39,4.32,0.0,mature,validation,29
partner_247,LATAM,Manufacturing,Registered,45,6,improving,0,6.1,77.3,22,0,1,0.0144,0,8636.44,-1.79,60.02,0.3631,0.0648,0,0.5652,-3.31,0.0,0.0,mature,validation,29
partner_248,NA,Retail,Certified,26,3,declining,6,3.2,52.9,66,2,1,0.7146,1,29747.55,-13.75,23.84,0.2056,0.8031,1,0.3929,-16.55,8.22,0.0,mature,validation,29
partner_249,NA,Services,Registered,3,7,improving,6,2.8,27.7,29,1,0,0.1801,0,3242.68,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-77.36,new_partner,validation,29
partner_250,NA,Services,Registered,11,5,improving,1,3.8,77.6,39,1,0,0.0206,0,5735.43,12.5,53.56,0.3116,-0.2756,0,0.2727,10.98,0.0,0.0,mature,validation,29
partner_251,LATAM,Retail,Certified,39,7,stable,8,3.4,41.8,66,0,0,0.0666,0,25146.17,14.36,15.47,0.1693,-0.2126,0,0.5,11.56,0.0,0.0,mature,validation,29
partner_252,APAC,Retail,Certified,11,4,improving,5,3.3,54.0,39,2,0,0.0304,1,32520.88,-2.93,3.71,0.101,-0.123,0,0.6875,-5.73,0.0,0.0,mature,validation,29
partner_253,NA,Retail,Registered,15,6,declining,2,5.4,52.2,36,1,1,0.2616,0,14334.06,4.59,8.15,0.0928,0.0047,0,0.9362,1.79,0.0,0.0,mature,validation,29
partner_254,EMEA,Manufacturing,Certified,31,5,stable,3,2.9,36.5,44,2,0,0.2156,0,16286.19,15.55,-3.29,0.1036,0.0564,0,0.1905,14.03,0.0,0.0,mature,validation,29
partner_255,EMEA,Retail,Strategic,14,9,declining,1,1.0,87.7,33,6,0,0.0007,0,97321.25,-0.69,-8.14,0.1165,-0.4824,0,0.5714,-3.49,0.0,0.0,mature,validation,29
partner_256,LATAM,Services,Certified,7,4,stable,2,5.3,11.3,61,2,0,0.8435,1,22109.33,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-62.29,new_partner,validation,29
partner_257,APAC,Services,Strategic,36,10,improving,0,0.5,98.4,0,4,0,0.0,0,97632.48,6.52,27.35,0.185,-0.0088,0,0.6364,5.0,0.0,0.0,mature,validation,29
partner_258,EMEA,Services,Certified,39,6,improving,2,3.8,51.9,31,2,1,0.008,0,30645.95,25.36,51.66,0.2742,-0.1131,0,0.5294,23.84,0.0,0.0,mature,validation,29
partner_259,EMEA,Tech,Registered,42,6,declining,4,3.7,54.5,31,2,0,0.2534,1,20217.52,4.85,8.79,0.1853,0.7038,1,0.875,2.07,5.63,0.0,mature,validation,29
partner_260,NA,Services,Registered,54,6,improving,3,4.5,62.3,52,2,0,0.0589,1,12466.83,-1.67,33.42,0.2712,-0.0795,0,0.8636,-3.19,0.0,0.0,mature,validation,29
partner_261,EMEA,Retail,Certified,7,8,improving,2,4.3,54.4,0,4,1,0.0113,0,37250.2,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,8.78,new_partner,validation,29
partner_262,APAC,Tech,Strategic,24,8,stable,4,3.1,76.6,43,2,1,0.0616,0,65170.58,-4.41,-27.16,0.2592,-0.0932,0,0.2727,-7.19,0.0,0.0,mature,validation,29
partner_263,NA,Tech,Registered,13,8,declining,5,4.6,25.6,71,0,0,0.3424,1,9806.78,0.28,49.0,0.2821,0.1345,0,0.5897,-2.5,0.0,0.0,mature,validation,29
partner_264,EMEA,Services,Registered,52,6,declining,7,3.2,44.2,48,1,0,0.0775,0,17453.8,27.02,45.08,0.2733,0.1088,0,0.9286,25.5,0.0,0.0,mature,validation,29
partner_265,APAC,Manufacturing,Certified,31,3,stable,8,4.9,29.1,66,0,1,0.8077,0,33956.68,13.02,30.61,0.1827,0.0904,0,0.6154,11.5,0.0,0.0,mature,validation,29
partner_266,EMEA,Services,Registered,5,7,improving,0,4.0,56.1,0,4,0,0.0003,0,6450.52,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-56.66,new_partner,validation,29
partner_267,EMEA,Retail,Certified,40,7,declining,6,4.6,40.8,40,1,0,0.0292,0,14770.39,14.71,-2.76,0.0991,0.1534,0,0.1515,11.91,0.0,0.0,mature,validation,29
partner_268,EMEA,Services,Certified,2,4,improving,1,5.8,53.5,74,0,0,0.0528,0,37679.24,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-5.49,new_partner,validation,29
partner_269,EMEA,Tech,Certified,15,8,declining,1,1.4,77.5,16,4,1,0.0029,0,53409.81,1.21,-14.61,0.1113,-0.3412,0,0.871,-1.57,0.0,0.0,mature,validation,29
partner_270,EMEA,Tech,Strategic,41,10,improving,0,4.2,72.2,65,3,0,0.0066,0,64779.85,-12.79,-7.34,0.1213,-0.259,0,0.4,-15.57,0.0,0.0,mature,validation,29
partner_271,EMEA,Services,Certified,29,8,improving,1,2.4,60.7,36,4,0,0.0024,0,26415.94,-8.37,17.24,0.1957,0.8321,1,0.4412,-9.89,19.29,0.0,mature,validation,29
partner_272,EMEA,Tech,Certified,44,6,improving,4,4.2,54.6,32,2,1,0.0188,0,18117.66,-42.79,7.59,0.2688,0.8509,1,0.2903,-45.57,-0.96,0.0,mature,validation,29
partner_273,EMEA,Tech,Certified,33,6,stable,6,1.6,29.9,59,1,1,0.1334,0,18099.48,11.07,-7.4,0.0852,-0.1227,0,0.2581,8.29,0.0,0.0,mature,validation,29
partner_274,NA,Manufacturing,Certified,48,6,stable,5,6.5,44.6,56,0,1,0.5967,0,32175.83,7.27,0.79,0.1111,-0.0939,0,0.7692,5.75,0.0,0.0,mature,validation,29
partner_275,LATAM,Retail,Strategic,32,4,stable,2,4.6,38.8,35,0,1,0.5635,0,58801.5,-3.46,6.95,0.2204,0.943,1,0.1111,-6.26,2.21,0.0,mature,validation,29
partner_276,NA,Tech,Registered,3,6,declining,3,6.5,36.8,35,0,0,0.539,1,6638.52,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-73.15,new_partner,validation,29
partner_277,NA,Retail,Certified,4,7,improving,3,4.5,48.9,69,3,1,0.1893,0,41278.78,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,32.63,new_partner,validation,29
partner_278,NA,Retail,Registered,45,9,stable,2,0.5,35.4,61,1,0,0.0129,0,7348.19,8.62,57.49,0.349,0.1484,0,0.3404,5.82,0.0,0.0,mature,validation,29
partner_279,APAC,Services,Strategic,2,5,improving,3,6.8,56.4,47,0,1,0.2543,1,62875.62,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,75.16,new_partner,validation,29
partner_280,APAC,Manufacturing,Certified,21,8,improving,5,4.1,61.1,29,0,0,0.0063,0,27699.11,17.26,10.49,0.2423,0.9073,1,0.4615,15.74,3.54,0.0,mature,validation,29
partner_281,EMEA,Tech,Registered,1,3,declining,3,5.6,18.8,25,0,0,0.4527,0,7407.0,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-75.24,new_partner,validation,29
partner_282,EMEA,Tech,Registered,17,6,stable,3,4.7,59.6,88,1,1,0.5167,0,9928.78,-0.07,4.3,0.0946,-0.3517,0,0.4062,-2.85,0.0,0.0,mature,validation,29
partner_283,EMEA,Tech,Registered,34,8,stable,2,2.4,69.8,46,3,0,0.0075,0,12051.49,16.78,23.19,0.2464,0.8677,1,0.6562,14.0,12.99,0.0,mature,validation,29
partner_284,EMEA,Manufacturing,Certified,10,7,stable,3,2.8,36.8,63,1,1,0.1802,0,71801.89,17.32,35.34,0.239,-0.0627,0,1.0,15.8,0.0,0.0,mature,validation,29
partner_285,NA,Services,Registered,27,7,declining,2,3.7,51.9,16,3,0,0.037,0,4005.51,-6.86,-43.35,0.3503,0.5258,1,0.1136,-8.38,-11.14,0.0,mature,validation,29
partner_286,NA,Services,Registered,57,3,stable,4,2.9,43.1,37,2,1,0.2064,0,12786.94,23.67,17.27,0.2458,0.8417,1,0.9318,22.15,9.51,0.0,mature,validation,29
partner_287,EMEA,Tech,Strategic,4,7,improving,3,3.7,63.8,23,1,1,0.0413,0,108712.05,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,237.47,new_partner,validation,29
partner_288,NA,Tech,Certified,3,6,declining,7,5.7,62.3,0,2,1,0.0258,0,75166.65,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,226.94,new_partner,validation,29
partner_289,NA,Tech,Registered,15,6,declining,0,1.5,48.9,20,4,0,0.0903,0,3790.79,-10.11,-28.29,0.2861,-0.3162,0,0.0769,-12.89,0.0,0.0,mature,validation,29
partner_290,EMEA,Manufacturing,Registered,47,5,improving,3,3.8,53.5,54,0,1,0.1089,0,5175.78,7.96,-0.78,0.0879,-0.3464,0,0.2308,6.44,0.0,0.0,mature,validation,29
partner_291,APAC,Tech,Strategic,23,5,stable,2,5.6,47.8,49,2,1,0.0311,0,116109.02,19.88,38.24,0.275,0.1015,0,0.7273,17.1,0.0,0.0,mature,validation,29
partner_292,EMEA,Manufacturing,Certified,37,4,stable,3,2.5,40.1,31,1,1,0.0888,0,16292.04,-5.91,-21.25,0.1904,0.1037,0,0.2381,-7.43,0.0,0.0,mature,validation,29
partner_293,APAC,Manufacturing,Certified,1,5,stable,2,2.5,40.8,81,0,1,0.1943,0,37757.73,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,34.77,new_partner,validation,29
partner_294,EMEA,Tech,Registered,42,10,improving,1,0.5,86.8,0,3,0,0.0001,0,10929.1,6.58,47.01,0.2524,-0.1016,0,0.5625,3.8,0.0,0.0,mature,validation,29
partner_295,APAC,Tech,Registered,3,4,improving,4,3.5,52.8,65,2,0,0.1192,0,11314.99,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-5.64,new_partner,validation,29
partner_296,APAC,Tech,Registered,41,9,declining,2,6.3,33.8,59,0,0,0.1039,0,9657.15,-3.59,-11.79,0.122,0.4393,0,0.5385,-6.37,0.0,0.0,mature,validation,29
partner_297,APAC,Retail,Certified,8,8,improving,0,0.7,72.4,31,3,1,0.0,0,47435.06,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,37.35,new_partner,validation,29
partner_298,APAC,Retail,Registered,49,5,improving,2,4.5,45.9,62,1,1,0.2925,0,3319.11,14.68,-12.66,0.1902,0.6342,1,0.0323,11.88,-10.38,0.0,mature,validation,29
partner_299,LATAM,Manufacturing,Registered,17,6,declining,7,4.0,44.5,29,1,0,0.0386,0,3493.99,-7.99,-30.92,0.2368,-0.1448,0,0.087,-9.51,0.0,0.0,mature,validation,29
partner_300,LATAM,Tech,Certified,10,4,declining,4,5.6,45.3,22,5,0,0.2023,1,28274.68,-0.7,22.68,0.2446,0.1215,0,0.7059,-3.48,0.0,0.0,mature,validation,29
partner_301,LATAM,Retail,Strategic,19,4,improving,5,6.8,8.3,27,0,1,0.4373,0,95666.13,-8.59,14.71,0.2122,-0.2997,0,0.5556,-11.39,0.0,0.0,mature,validation,29
partner_302,EMEA,Manufacturing,Certified,1,4,stable,6,4.4,41.2,71,1,1,0.814,1,25534.56,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-21.51,new_partner,validation,29
partner_303,NA,Services,Registered,9,6,stable,3,4.0,45.2,0,2,1,0.031,0,6692.06,-7.16,-29.52,0.2533,-0.0143,0,0.2955,-8.68,0.0,0.0,mature,validation,29
partner_304,NA,Retail,Registered,34,6,stable,4,6.3,42.0,55,0,1,0.2516,0,7940.7,24.14,84.56,0.338,-0.2205,0,0.4468,21.34,0.0,0.0,mature,validation,29
partner_305,APAC,Services,Registered,17,9,declining,0,0.5,60.3,24,6,0,0.0024,0,15025.42,21.42,81.0,0.3497,-0.4823,0,0.871,19.9,0.0,0.0,mature,validation,29
partner_306,NA,Services,Registered,20,9,stable,0,1.9,67.8,2,4,1,0.0003,0,8509.87,34.47,84.72,0.3938,-0.2692,0,0.4318,32.95,0.0,0.0,mature,validation,29
partner_307,NA,Manufacturing,Certified,46,8,stable,0,0.5,97.0,19,3,0,0.0008,0,13638.76,18.42,2.85,0.095,0.2055,0,0.1538,16.9,0.0,0.0,mature,validation,29
partner_308,LATAM,Manufacturing,Registered,7,7,declining,2,2.3,62.2,44,4,0,0.0968,0,6237.89,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-68.23,new_partner,validation,29
partner_309,EMEA,Retail,Certified,22,7,improving,4,4.3,52.6,31,5,1,0.0383,0,51725.51,35.11,8.68,0.2134,0.7415,1,0.9091,32.31,7.41,0.0,mature,validation,29
partner_310,EMEA,Services,Strategic,10,10,stable,0,0.5,98.4,18,1,0,0.0002,0,60159.22,-2.54,-2.37,0.0989,0.1315,0,0.3333,-4.06,0.0,0.0,mature,validation,29
partner_311,NA,Tech,Strategic,28,5,stable,4,7.1,42.8,32,3,0,0.4015,0,77046.24,-0.53,-9.28,0.0886,-0.1449,0,0.6667,-3.31,0.0,0.0,mature,validation,29
partner_312,NA,Services,Registered,19,3,improving,1,4.9,34.2,40,0,1,0.099,0,12743.76,16.0,55.41,0.35,-0.2087,0,0.9091,14.48,0.0,0.0,mature,validation,29
partner_313,EMEA,Manufacturing,Registered,2,8,stable,4,2.8,47.0,24,1,1,0.018,0,6929.73,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-61.02,new_partner,validation,29
partner_314,NA,Retail,Registered,4,4,improving,6,4.9,47.6,61,0,1,0.4415,1,11865.29,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,75.66,new_partner,validation,29
partner_315,NA,Retail,Registered,49,8,improving,2,1.2,75.4,35,1,1,0.007,0,10542.47,-6.99,5.35,0.0951,-0.245,0,0.7447,-9.79,0.0,0.0,mature,validation,29
partner_316,NA,Manufacturing,Registered,3,5,improving,2,1.5,43.9,25,0,0,0.0268,0,7378.05,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-70.64,new_partner,validation,29
partner_317,NA,Manufacturing,Registered,45,3,improving,9,5.0,19.9,79,0,0,0.6102,0,7465.19,-14.04,-13.86,0.1815,-0.1387,0,0.3636,-15.56,0.0,0.0,mature,validation,29
partner_318,LATAM,Retail,Certified,53,6,improving,1,7.2,35.6,16,0,1,0.1696,0,10300.31,-9.22,-35.69,0.3494,-0.3724,0,0.0714,-12.02,0.0,0.0,mature,validation,29
partner_319,EMEA,Manufacturing,Registered,27,6,improving,5,1.8,84.9,68,0,1,0.1925,0,8643.52,-3.65,6.88,0.0893,0.3465,0,0.6538,-5.17,0.0,0.0,mature,validation,29
partner_320,APAC,Services,Strategic,18,10,stable,1,4.0,71.0,0,5,0,0.0001,0,64957.47,-9.49,-14.52,0.0962,0.0396,0,0.4545,-11.01,0.0,0.0,mature,validation,29
partner_321,APAC,Tech,Registered,45,5,improving,5,4.9,50.5,86,1,1,0.5408,0,9525.22,2.69,-6.03,0.0941,-0.3088,0,0.5,-0.09,0.0,0.0,mature,validation,29
partner_322,NA,Tech,Registered,56,6,improving,3,3.9,57.5,53,2,0,0.0868,0,14383.32,8.06,-0.74,0.1056,-0.2145,0,0.7949,5.28,0.0,0.0,mature,validation,29
partner_323,NA,Retail,Registered,6,9,improving,1,2.6,82.6,45,3,0,0.0009,0,9015.37,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-25.36,new_partner,validation,29
partner_324,NA,Services,Registered,55,10,stable,1,2.3,100.0,0,3,0,0.0001,0,12661.56,19.16,21.72,0.2125,-0.2706,0,0.8864,17.64,0.0,0.0,mature,validation,29
partner_325,APAC,Tech,Registered,54,7,stable,2,5.1,58.6,34,1,0,0.0353,0,5734.93,-0.15,11.14,0.0906,0.2162,0,0.2692,-2.93,0.0,0.0,mature,validation,29
partner_326,LATAM,Services,Strategic,8,9,declining,2,2.3,68.2,32,1,0,0.0026,0,34128.15,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-37.18,new_partner,validation,29
partner_327,APAC,Tech,Registered,3,9,improving,1,3.5,62.8,37,4,1,0.0105,0,14323.75,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,69.94,new_partner,validation,29
partner_328,NA,Manufacturing,Registered,41,4,improving,4,5.4,60.3,56,1,0,0.0456,0,8416.86,-21.05,-45.44,0.3859,-0.2689,0,0.5152,-22.57,0.0,0.0,mature,validation,29
partner_329,LATAM,Retail,Certified,4,7,stable,1,4.7,72.5,53,0,0,0.0301,0,25350.1,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-10.65,new_partner,validation,29
partner_330,EMEA,Retail,Registered,34,10,improving,2,1.1,100.0,22,4,0,0.0,0,14754.2,-20.75,10.52,0.2014,0.7602,1,0.8837,-23.55,3.76,0.0,mature,validation,29
partner_331,LATAM,Services,Certified,3,6,declining,4,2.8,79.2,43,1,1,0.2136,1,19315.85,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-46.56,new_partner,validation,29
partner_332,EMEA,Tech,Registered,40,5,improving,6,3.9,19.3,82,0,1,0.4773,0,9012.23,-1.89,-11.58,0.1135,0.2181,0,0.3438,-4.67,0.0,0.0,mature,validation,29
partner_333,LATAM,Tech,Certified,13,3,stable,8,8.3,15.4,71,0,1,0.9323,0,17310.01,-2.07,-34.63,0.2691,-0.2596,0,0.2353,-4.85,0.0,0.0,mature,validation,29
partner_334,APAC,Services,Registered,5,2,declining,6,5.6,17.4,88,0,1,0.8734,1,3283.46,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-84.15,new_partner,validation,29
partner_335,EMEA,Services,Registered,3,9,improving,0,0.5,74.8,20,2,0,0.0031,0,22620.55,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,277.67,new_partner,validation,29
partner_336,LATAM,Services,Certified,10,5,improving,4,3.0,56.9,18,1,0,0.0855,0,8405.19,-5.58,-42.98,0.3286,-0.167,0,0.0952,-7.1,0.0,0.0,mature,validation,29
partner_337,EMEA,Retail,Strategic,31,9,improving,1,1.5,72.8,38,2,0,0.0003,0,176347.25,26.21,18.74,0.2331,0.9044,1,1.0,23.41,6.89,0.0,mature,validation,29
partner_338,LATAM,Manufacturing,Registered,4,8,stable,1,5.1,58.9,42,5,1,0.0252,0,42041.46,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,300.0,new_partner,validation,29
partner_339,EMEA,Services,Certified,46,10,stable,0,0.6,100.0,0,7,0,0.0,0,20769.66,-3.39,-0.4,0.0988,0.266,0,0.3235,-4.91,0.0,0.0,mature,validation,29
partner_340,APAC,Tech,Registered,35,8,stable,5,4.1,55.3,37,1,1,0.0359,0,13525.03,8.06,38.82,0.1972,-0.145,0,0.8077,5.28,0.0,0.0,mature,validation,29
partner_341,EMEA,Retail,Registered,17,7,stable,1,1.3,69.6,52,6,0,0.0578,0,8109.27,16.25,12.08,0.2325,0.8373,1,0.4419,13.45,9.63,0.0,mature,validation,29
partner_342,APAC,Services,Registered,57,8,declining,4,5.0,64.3,49,0,0,0.0673,0,11760.12,17.61,17.84,0.1106,-0.3743,0,0.7742,16.09,0.0,0.0,mature,validation,29
partner_343,APAC,Tech,Certified,38,8,improving,2,5.1,60.8,64,1,1,0.0091,0,20342.92,8.82,-2.96,0.0855,-0.0731,0,0.1875,6.04,0.0,0.0,mature,validation,29
partner_344,NA,Manufacturing,Registered,38,9,improving,0,4.1,52.2,41,3,1,0.0053,0,10585.78,-5.33,-5.54,0.0839,0.2889,0,0.7879,-6.85,0.0,0.0,mature,validation,29
partner_345,LATAM,Services,Certified,10,10,stable,0,0.5,82.3,6,7,0,0.0001,0,65812.94,-18.49,-1.8,0.2132,0.9037,1,0.9048,-20.01,3.25,0.0,mature,validation,29
partner_346,LATAM,Manufacturing,Registered,41,5,improving,5,3.9,51.8,23,1,1,0.3057,0,7924.85,-17.16,-44.06,0.4145,-0.2541,0,0.4783,-18.68,0.0,0.0,mature,validation,29
partner_347,APAC,Tech,Strategic,32,4,stable,5,2.9,77.7,56,0,1,0.5277,0,67398.0,3.65,-16.59,0.0996,0.0667,0,0.3636,0.87,0.0,0.0,mature,validation,29
partner_348,EMEA,Tech,Certified,57,3,declining,7,6.3,51.5,92,0,1,0.9445,0,17313.09,-2.12,-9.97,0.109,0.145,0,0.1935,-4.9,0.0,0.0,mature,validation,29
partner_349,NA,Tech,Registered,27,6,improving,4,4.0,97.7,33,0,1,0.0074,0,9193.01,0.27,21.07,0.1622,-0.0972,0,0.5128,-2.51,0.0,0.0,mature,validation,29
partner_350,EMEA,Retail,Registered,39,7,stable,1,5.5,47.8,38,0,1,0.0996,0,7074.65,-8.49,-35.29,0.3237,0.2274,0,0.3953,-11.29,0.0,0.0,mature,validation,29
partner_351,LATAM,Services,Registered,19,6,improving,2,3.8,64.4,82,0,1,0.0598,0,4736.26,-14.53,-40.32,0.2896,0.1835,0,0.0952,-16.05,0.0,0.0,mature,validation,29
partner_352,EMEA,Services,Strategic,2,3,declining,6,5.1,56.2,26,0,1,0.2192,0,99752.79,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,291.42,new_partner,validation,29
partner_353,NA,Retail,Registered,7,2,stable,5,5.3,25.1,78,0,1,0.854,1,7586.8,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-43.08,new_partner,validation,29
partner_354,NA,Tech,Certified,50,3,stable,8,6.2,24.6,75,0,1,0.9519,1,16868.43,-4.77,-23.72,0.2877,-0.6538,0,0.1667,-7.55,0.0,0.0,mature,validation,29
partner_355,NA,Services,Registered,42,5,improving,2,2.4,60.7,52,1,0,0.0512,0,8792.99,-8.24,-3.97,0.1032,-0.1818,0,0.4773,-9.76,0.0,0.0,mature,validation,29
partner_356,NA,Retail,Certified,21,7,declining,1,1.1,63.1,0,0,0,0.0151,0,10672.09,-6.63,-32.71,0.3389,0.3311,0,0.0714,-9.43,0.0,0.0,mature,validation,29
partner_357,LATAM,Tech,Registered,40,8,stable,0,2.2,45.1,17,0,0,0.0135,0,4482.41,7.72,5.48,0.0875,0.2639,0,0.1613,4.94,0.0,0.0,mature,validation,29
partner_358,LATAM,Tech,Certified,1,4,declining,4,5.4,17.8,14,0,0,0.5515,0,18498.26,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-65.11,new_partner,validation,29
partner_359,NA,Manufacturing,Strategic,2,2,improving,10,7.1,2.3,43,0,1,0.9772,1,98802.8,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,116.05,new_partner,validation,29
partner_360,NA,Retail,Registered,29,8,stable,1,2.1,77.5,37,1,1,0.0093,0,8113.83,4.45,33.77,0.3047,-0.1607,0,0.5106,1.65,0.0,0.0,mature,validation,29
partner_361,APAC,Manufacturing,Certified,36,9,stable,0,1.9,100.0,0,4,0,0.0,0,7609.99,3.59,-39.08,0.3921,-0.2725,0,0.0769,2.07,0.0,0.0,mature,validation,29
partner_362,EMEA,Tech,Registered,54,7,stable,6,4.9,30.1,66,0,0,0.5399,1,23144.09,24.94,78.4,0.4004,-0.3617,0,0.9062,22.16,0.0,0.0,mature,validation,29
partner_363,EMEA,Manufacturing,Registered,44,9,improving,1,1.6,89.9,27,7,0,0.0005,0,5903.31,10.85,2.65,0.1043,-0.0467,0,0.3846,9.33,0.0,0.0,mature,validation,29
partner_364,EMEA,Retail,Strategic,14,6,stable,7,3.9,54.0,25,1,0,0.0815,0,104621.57,-3.11,-29.87,0.2348,0.2766,0,0.7143,-5.91,0.0,0.0,mature,validation,29
partner_365,LATAM,Tech,Certified,47,7,improving,6,4.6,60.8,42,2,0,0.0883,0,41795.08,60.36,6.46,0.2131,0.7797,1,0.8235,57.58,-0.67,0.0,mature,validation,29
partner_366,NA,Tech,Certified,28,5,stable,4,6.6,61.7,11,2,1,0.0531,0,5927.42,-3.14,-24.34,0.2938,-0.0342,0,0.0333,-5.92,0.0,0.0,mature,validation,29
partner_367,LATAM,Retail,Registered,47,6,improving,1,4.7,63.1,40,2,1,0.1291,0,7313.99,13.17,15.18,0.0867,-0.2028,0,0.6,10.37,0.0,0.0,mature,validation,29
partner_368,LATAM,Retail,Registered,10,7,stable,2,4.7,84.2,39,0,0,0.0036,0,2677.87,-12.72,-17.24,0.1989,-0.1364,0,0.04,-15.52,0.0,0.0,mature,validation,29
partner_369,NA,Retail,Registered,1,6,stable,7,7.3,52.8,47,0,1,0.1555,0,8353.72,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-76.07,new_partner,validation,29
partner_370,APAC,Tech,Certified,3,5,declining,7,4.7,2.4,40,0,1,0.7848,1,28054.82,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,-44.8,new_partner,validation,29
partner_371,LATAM,Retail,Registered,57,7,improving,4,5.8,64.3,28,0,1,0.0371,0,7142.64,-0.3,-23.44,0.2226,0.0444,0,0.52,-3.1,0.0,0.0,mature,validation,29
partner_372,EMEA,Services,Registered,4,9,improving,2,5.2,47.8,83,3,1,0.0172,0,22235.46,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,255.15,new_partner,validation,29
partner_373,NA,Tech,Registered,54,4,stable,7,5.3,48.7,58,3,0,0.215,0,6197.1,18.54,52.38,0.3412,0.2083,0,0.3333,15.76,0.0,0.0,mature,validation,29
partner_374,NA,Services,Registered,42,9,improving,1,0.6,100.0,3,4,0,0.0001,0,9974.56,6.37,51.15,0.3612,-0.1463,0,0.6591,4.85,0.0,0.0,mature,validation,29
partner_375,EMEA,Services,Registered,8,7,declining,5,3.3,47.4,74,0,0,0.2274,0,15934.15,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,95.02,new_partner,validation,29
partner_376,EMEA,Retail,Registered,50,10,improving,1,5.0,57.0,55,2,1,0.0164,0,16218.43,4.75,-4.03,0.0793,0.1549,0,0.907,1.95,0.0,0.0,mature,validation,29
partner_377,APAC,Manufacturing,Strategic,8,7,declining,2,4.2,58.3,66,2,0,0.2187,0,98462.73,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,214.42,new_partner,validation,29
partner_378,NA,Services,Certified,8,8,stable,1,3.5,70.1,28,1,1,0.0047,0,37292.57,1.28,1.75,0.2045,0.0045,0,0.52,-0.83,0.0,20.8,new_partner,validation,29
partner_379,NA,Manufacturing,Registered,33,5,declining,0,4.4,45.4,45,2,0,0.5807,1,7719.21,9.25,25.53,0.2097,-0.073,0,0.4242,7.73,0.0,0.0,mature,validation,29
partner_380,LATAM,Tech,Certified,16,9,stable,3,5.2,55.5,47,1,0,0.0026,0,20036.6,4.88,-7.53,0.2302,-0.5279,0,0.3529,2.1,0.0,0.0,mature,validation,29
