partner_id,region,vertical,partner_tier,months_as_partner,nps_score,nps_trend,support_tickets_last_quarter,avg_resolution_time_days,engagement_score,days_since_last_contact,num_active_deals,has_competitor_relationship,churn_probability,churned_next_quarter,avg_monthly_gtv,gtv_trend_3m,gtv_volatility,seasonal_autocorr_lag12,has_seasonality,gtv_vs_peers,gtv_vs_market_growth
partner_347,APAC,Tech,Gold,35,6,declining,2,3.4,43.3,30,1,0,0.0385,0,29773.81,-10.74,0.099,0.2695,0,0.0909,-14.31
partner_348,EMEA,Tech,Silver,60,9,improving,1,1.1,70.4,52,9,0,0.0015,0,19599.37,3.91,0.0927,0.2254,0,0.3548,0.34
partner_349,NA,Tech,Bronze,30,6,declining,5,4.6,49.2,56,1,0,0.2009,0,7822.01,0.58,0.1626,-0.3445,0,0.4103,-2.99
partner_350,EMEA,Retail,Bronze,42,7,stable,3,7.3,45.5,64,1,1,0.392,1,5476.78,-7.78,0.2128,-0.068,0,0.2558,-10.05
partner_351,LATAM,Services,Bronze,22,7,stable,0,2.5,32.5,63,2,0,0.0128,0,4463.75,11.23,0.1636,-0.1686,0,0.0952,8.92
partner_352,EMEA,Services,Gold,5,7,stable,3,3.1,74.4,43,2,0,0.0022,0,92032.69,19.81,0.3438,-0.4319,0,0.6667,17.5
partner_353,NA,Retail,Bronze,10,6,declining,2,3.9,42.0,32,1,0,0.1355,0,3268.93,6.1,0.1842,-0.426,0,0.0213,3.83
partner_354,NA,Tech,Silver,53,4,declining,7,8.2,47.3,25,0,0,0.5677,0,12143.13,-15.07,0.3291,-0.5826,0,0.0667,-18.64
partner_355,NA,Services,Bronze,45,5,improving,3,1.5,82.1,61,0,1,0.0307,0,7572.86,5.58,0.108,0.226,0,0.4318,3.27
partner_356,NA,Retail,Silver,24,4,improving,10,5.3,0.0,74,0,1,0.9386,1,18859.41,-14.23,0.3531,-0.5039,0,0.1786,-16.5
partner_357,LATAM,Tech,Bronze,43,8,declining,0,3.4,57.7,48,2,0,0.0064,0,8237.24,-16.76,0.1172,-0.1301,0,0.4839,-20.33
partner_358,LATAM,Tech,Silver,3,3,declining,5,2.3,42.9,85,1,0,0.4867,0,20233.0,-9.83,0.2637,0.2085,0,0.5294,-13.4
partner_359,NA,Manufacturing,Gold,5,7,stable,1,1.8,66.3,22,0,0,0.0029,0,85229.33,-15.1,0.1044,-0.2923,0,0.5455,-15.68
partner_360,NA,Retail,Bronze,32,4,stable,3,4.8,36.3,0,0,1,0.111,0,10946.46,19.33,0.1892,-0.3737,0,0.7872,17.06
partner_361,APAC,Manufacturing,Silver,39,8,improving,1,3.6,83.1,0,3,0,0.0003,0,13216.53,-9.02,0.2862,-0.4922,0,0.1538,-9.6
partner_362,EMEA,Tech,Bronze,57,7,improving,3,2.5,41.0,27,0,0,0.0156,0,12467.79,13.82,0.2131,-0.212,0,0.6875,10.25
partner_363,EMEA,Manufacturing,Bronze,47,7,stable,4,6.0,55.7,47,0,0,0.0197,0,3835.8,2.53,0.1009,-0.3084,0,0.1154,1.94
partner_364,EMEA,Retail,Gold,17,8,stable,1,0.5,67.7,59,2,1,0.0016,0,80940.47,-23.16,0.2108,0.0327,0,0.5714,-25.43
partner_365,LATAM,Tech,Silver,50,8,improving,6,1.8,50.4,59,2,0,0.0186,0,19395.71,-29.16,0.2106,0.8409,1,0.4706,-32.73
partner_366,NA,Tech,Silver,31,8,declining,0,2.1,42.0,0,4,0,0.0077,0,13519.7,-20.62,0.3357,-0.242,0,0.1,-24.19
partner_367,LATAM,Retail,Bronze,50,6,stable,5,3.7,46.3,99,0,0,0.5107,0,6291.86,-0.65,0.0907,0.1391,0,0.44,-2.92
partner_368,LATAM,Retail,Bronze,13,7,declining,2,3.3,62.1,38,1,0,0.022,0,3485.65,-5.92,0.2565,-0.1049,0,0.12,-8.19
partner_369,NA,Retail,Bronze,4,7,stable,1,2.4,88.6,53,2,0,0.0051,0,14144.62,46.69,0.2127,0.7689,1,0.8936,44.42
partner_370,APAC,Tech,Silver,6,10,declining,0,0.9,100.0,1,12,0,0.0,0,16981.6,-3.9,0.1577,0.2066,0,0.125,-7.47
partner_371,LATAM,Retail,Bronze,60,5,stable,4,5.8,61.4,41,0,1,0.2909,1,6912.75,5.65,0.1918,0.4069,0,0.52,3.38
partner_372,EMEA,Services,Bronze,7,8,declining,3,4.8,57.2,36,3,0,0.021,0,13173.57,7.37,0.2857,-0.1903,0,0.8095,5.06
partner_373,NA,Tech,Bronze,57,6,improving,8,3.8,58.5,21,1,0,0.0249,0,18892.02,5.82,0.3008,0.1797,0,0.9487,2.25
partner_374,NA,Services,Bronze,45,5,stable,1,2.7,93.7,4,4,0,0.0004,0,26180.58,0.06,0.304,0.1522,0,1.0,-2.25
partner_375,EMEA,Services,Bronze,11,6,declining,5,5.8,53.2,46,0,0,0.0485,0,8822.16,29.87,0.2118,0.8803,1,0.5476,27.56
partner_376,EMEA,Retail,Bronze,53,6,stable,5,6.1,59.1,9,2,0,0.0049,0,4162.34,-6.96,0.0977,0.1346,0,0.0698,-9.23
partner_377,APAC,Manufacturing,Gold,11,6,stable,4,4.4,51.5,72,1,0,0.0782,0,80576.96,2.16,0.1506,-0.1053,0,0.1667,1.58
partner_378,NA,Services,Silver,11,5,declining,5,3.3,44.0,50,0,0,0.0712,0,12173.38,9.33,0.2562,0.5944,1,0.15,7.02
partner_379,NA,Manufacturing,Bronze,36,5,declining,6,4.7,49.1,93,1,0,0.85,0,15671.09,4.51,0.2939,-0.432,0,0.9394,3.92
partner_380,LATAM,Tech,Silver,19,10,stable,3,4.3,45.1,29,2,0,0.0142,1,18614.9,-12.28,0.2836,-0.4193,0,0.4118,-15.85
partner_381,NA,Tech,Silver,19,10,stable,1,1.2,68.2,5,4,0,0.0006,0,19153.21,-1.96,0.0925,0.2074,0,0.2,-5.53
partner_382,APAC,Retail,Bronze,14,10,improving,0,2.9,82.2,23,2,0,0.0001,0,8790.63,-1.63,0.2356,0.7964,1,0.5161,-3.9
partner_383,LATAM,Tech,Bronze,38,8,improving,0,3.1,59.9,23,3,0,0.0009,0,6054.52,-5.09,0.1084,-0.0162,0,0.2258,-8.66
partner_384,NA,Services,Bronze,4,9,improving,1,4.5,75.6,47,4,0,0.0026,0,4578.72,-6.64,0.3538,-0.3321,0,0.0909,-8.95
partner_385,NA,Services,Bronze,17,8,stable,5,1.5,73.7,60,3,0,0.0012,0,7988.74,0.69,0.2194,0.8438,1,0.4545,-1.62
partner_386,APAC,Retail,Silver,35,9,improving,2,0.5,70.7,50,3,0,0.0048,0,50621.59,-2.98,0.2178,-0.0925,0,0.8125,-5.25
partner_387,LATAM,Manufacturing,Gold,31,8,declining,3,2.3,71.2,58,2,0,0.005,0,61997.13,3.49,0.1651,0.6997,1,0.75,2.9
partner_388,APAC,Tech,Bronze,43,7,improving,2,3.1,63.4,49,4,0,0.0073,0,18687.57,18.61,0.1051,0.1817,0,0.9615,15.04
partner_389,EMEA,Services,Silver,15,8,stable,7,0.7,0.1,27,2,0,0.0155,0,22129.53,5.53,0.2155,0.7493,1,0.2353,3.22
partner_390,APAC,Retail,Bronze,40,3,declining,5,4.2,17.1,87,1,0,0.9226,1,3560.49,-2.67,0.2243,-0.0485,0,0.129,-4.94
partner_391,LATAM,Services,Silver,47,4,declining,6,7.1,39.8,79,0,1,0.9045,1,19361.97,17.73,0.1564,-0.2105,0,0.4762,15.42
partner_392,EMEA,Services,Silver,25,3,declining,4,5.5,24.6,45,0,1,0.896,1,31583.41,6.52,0.0879,-0.0573,0,0.5588,4.21
partner_393,NA,Retail,Bronze,17,3,declining,8,5.3,44.5,53,0,0,0.8333,1,13036.16,-7.31,0.1187,-0.5965,0,0.8298,-9.58
partner_394,LATAM,Retail,Bronze,35,2,declining,1,2.9,53.6,53,1,1,0.4887,1,11550.02,10.8,0.1001,-0.1694,0,0.68,8.53
partner_395,EMEA,Services,Silver,36,6,declining,2,5.9,43.3,69,0,0,0.09,1,24064.99,-21.25,0.2365,0.908,1,0.3235,-23.56
partner_396,NA,Retail,Gold,8,7,stable,3,3.1,43.1,45,0,1,0.2426,0,184525.22,0.35,0.2116,0.7525,1,0.9091,-1.92
partner_397,APAC,Tech,Bronze,35,8,stable,3,3.5,56.7,38,2,0,0.0477,0,4853.52,-7.78,0.2176,-0.1785,0,0.1923,-11.35
partner_398,EMEA,Services,Bronze,11,9,improving,1,1.8,88.9,2,5,0,0.0002,0,4580.44,-3.31,0.4087,-0.2866,0,0.119,-5.62
partner_399,NA,Manufacturing,Bronze,35,10,stable,0,1.4,100.0,0,10,0,0.0001,0,10266.19,-3.4,0.2632,-0.5877,0,0.7576,-3.98
partner_400,NA,Tech,Silver,57,7,declining,3,5.3,26.3,10,1,1,0.0489,0,50796.18,16.04,0.312,0.2956,0,0.8,12.47
partner_401,NA,Tech,Silver,34,10,stable,0,2.3,74.7,25,4,0,0.0003,0,58020.64,7.85,0.2396,-0.2935,0,0.9,4.28
partner_402,APAC,Retail,Silver,47,6,stable,3,3.8,43.3,16,3,1,0.0216,0,34646.91,19.05,0.212,0.7913,1,0.5,16.78
partner_403,LATAM,Services,Silver,20,5,stable,6,4.1,5.6,53,1,0,0.3886,0,22335.54,-15.44,0.0915,-0.2032,0,0.5714,-17.75
partner_404,EMEA,Tech,Gold,56,3,stable,5,5.3,29.9,49,0,0,0.657,0,28914.56,-3.57,0.2675,-0.0766,0,0.1,-7.14
partner_405,APAC,Retail,Silver,50,7,stable,1,2.2,47.8,40,1,0,0.0034,0,15040.62,-13.84,0.3468,-0.0231,0,0.1875,-16.11
partner_406,APAC,Retail,Bronze,56,10,improving,0,0.5,100.0,0,9,0,0.0,0,10191.4,-12.23,0.2486,0.8262,1,0.6774,-14.5
partner_407,EMEA,Services,Silver,46,8,improving,0,2.0,63.2,4,4,0,0.001,0,31327.11,-12.14,0.0929,0.2999,0,0.5294,-14.45
partner_408,APAC,Retail,Bronze,40,3,stable,6,3.4,51.8,69,1,0,0.5211,1,11191.44,42.64,0.2201,0.7841,1,0.7097,40.37
partner_409,EMEA,Services,Bronze,33,10,improving,0,0.5,93.0,0,7,0,0.0,0,5762.32,-10.52,0.1627,0.3036,0,0.2381,-12.83
partner_410,APAC,Manufacturing,Gold,56,7,declining,2,3.0,30.8,41,3,0,0.1495,0,105252.57,6.25,0.1098,-0.1724,0,0.6667,5.66
partner_411,LATAM,Services,Silver,52,9,improving,2,2.6,65.8,59,1,0,0.012,0,14025.43,-5.8,0.2713,-0.1954,0,0.1429,-8.11
partner_412,LATAM,Services,Gold,27,5,stable,3,6.5,87.4,29,1,1,0.1227,0,34106.14,-6.1,0.253,-0.3348,0,0.1429,-8.41
partner_413,EMEA,Services,Bronze,7,8,improving,4,4.7,75.7,33,2,0,0.0023,0,15549.65,24.45,0.2435,0.814,1,0.9048,22.14
partner_414,APAC,Services,Silver,3,5,stable,2,3.5,61.5,35,1,0,0.0104,0,27054.47,4.22,0.1856,-0.3231,0,0.8235,1.91
partner_415,EMEA,Retail,Bronze,16,5,declining,4,3.5,42.5,52,0,0,0.2944,0,8475.47,-5.15,0.1986,0.2027,0,0.5116,-7.42
partner_416,EMEA,Services,Bronze,6,7,improving,2,3.6,59.5,26,4,1,0.013,0,7619.79,-9.02,0.3648,-0.619,0,0.4048,-11.33
partner_417,EMEA,Tech,Bronze,15,4,declining,4,7.1,36.3,68,4,1,0.948,1,4090.23,-10.96,0.1711,-0.5185,0,0.0312,-14.53
partner_418,LATAM,Tech,Silver,9,8,improving,0,3.5,77.2,9,8,0,0.0003,0,26778.74,-8.51,0.2303,0.5852,1,0.5882,-12.08
partner_419,EMEA,Services,Bronze,59,10,stable,0,0.5,63.9,39,4,0,0.0005,0,8839.24,18.94,0.1123,0.0235,0,0.5714,16.63
partner_420,APAC,Services,Gold,8,6,declining,1,4.5,63.0,67,1,0,0.0319,0,38284.7,3.17,0.2087,0.0298,0,0.0909,0.86
partner_421,LATAM,Manufacturing,Bronze,39,5,stable,5,5.4,40.4,49,2,0,0.0833,0,11227.61,1.77,0.3436,-0.3275,0,0.6522,1.18
partner_422,EMEA,Tech,Bronze,23,6,improving,7,7.1,24.2,29,1,1,0.2418,1,7820.87,15.89,0.2459,0.8202,1,0.375,12.32
partner_423,EMEA,Tech,Silver,13,4,improving,4,4.4,25.6,58,0,0,0.4465,0,9371.02,0.75,0.2814,-0.1732,0,0.0323,-2.82
partner_424,EMEA,Tech,Bronze,43,10,improving,1,1.4,100.0,3,5,0,0.0,0,5836.0,10.34,0.2119,0.675,1,0.2188,6.77
partner_425,LATAM,Tech,Gold,59,6,declining,5,4.6,50.4,82,0,0,0.1414,0,91110.05,21.83,0.3267,-0.3197,0,0.8,18.26
partner_426,APAC,Tech,Silver,48,8,stable,0,0.7,27.0,12,5,0,0.0019,0,30637.32,-1.32,0.1193,0.5962,1,0.4375,-4.89
partner_427,EMEA,Retail,Bronze,59,4,declining,7,3.1,31.6,80,1,1,0.9052,1,11817.37,2.95,0.1152,-0.5294,0,0.7442,0.68
partner_428,APAC,Retail,Silver,37,6,improving,5,5.2,51.9,58,2,1,0.2769,0,50377.74,-8.98,0.1967,0.7094,1,0.75,-11.25
partner_429,EMEA,Services,Silver,42,5,stable,6,2.3,34.1,57,0,1,0.1625,0,32640.27,2.65,0.2396,0.1129,0,0.7059,0.34
partner_430,APAC,Tech,Silver,11,6,stable,1,2.0,55.6,40,0,0,0.0464,0,62246.41,50.23,0.2631,0.9101,1,0.9375,46.66
partner_431,APAC,Services,Silver,52,8,stable,1,4.5,52.0,31,1,1,0.0091,0,15079.56,-0.29,0.331,-0.1675,0,0.2353,-2.6
partner_432,LATAM,Manufacturing,Silver,46,10,improving,0,2.8,78.8,36,4,0,0.0033,0,30071.15,1.82,0.0918,0.1925,0,0.6667,1.23
partner_433,LATAM,Retail,Silver,17,4,improving,8,6.0,45.7,35,1,1,0.6732,1,25940.36,1.76,0.0796,0.3147,0,0.4643,-0.51
partner_434,APAC,Retail,Bronze,23,7,improving,0,3.8,50.8,53,0,0,0.0171,0,17597.49,23.89,0.3381,-0.0553,0,0.9677,21.62
partner_435,EMEA,Retail,Silver,38,10,improving,2,2.1,84.5,47,2,0,0.0001,0,42669.92,4.35,0.0928,-0.1912,0,0.7879,2.08
partner_436,EMEA,Services,Gold,3,9,stable,0,4.5,92.6,13,4,0,0.0003,0,109230.86,10.35,0.1858,-0.4108,0,0.8889,8.04
partner_437,EMEA,Retail,Silver,50,10,improving,0,0.5,100.0,14,2,0,0.0,0,18419.43,-3.67,0.1825,0.5375,1,0.1818,-5.94
partner_438,NA,Tech,Silver,19,2,declining,7,4.8,30.2,87,0,1,0.9726,1,25201.64,4.85,0.0922,-0.2268,0,0.3667,1.28
partner_439,LATAM,Services,Bronze,7,6,declining,0,3.0,47.8,51,2,0,0.0236,0,5965.94,-11.27,0.2497,0.1604,0,0.2381,-13.58
partner_440,LATAM,Services,Silver,22,4,declining,9,6.0,41.7,54,0,1,0.5773,0,42393.68,3.95,0.2518,0.0516,0,0.9524,1.64
partner_441,APAC,Retail,Gold,51,7,improving,1,2.3,64.3,20,5,0,0.012,0,217664.14,26.8,0.3643,0.0641,0,1.0,24.53
partner_442,EMEA,Retail,Bronze,18,8,improving,2,0.9,69.5,31,3,0,0.0015,0,6899.89,6.31,0.1706,0.0978,0,0.3721,4.04
partner_443,LATAM,Retail,Bronze,34,6,improving,0,3.3,63.5,84,3,1,0.0275,0,14437.03,3.08,0.2637,0.363,0,1.0,0.81
partner_444,EMEA,Retail,Silver,50,2,improving,1,4.5,53.4,56,2,0,0.0873,0,23416.24,21.39,0.1736,0.8214,1,0.3636,19.12
partner_445,EMEA,Retail,Bronze,4,6,stable,3,3.5,72.3,34,0,1,0.1249,0,7850.19,-3.69,0.2544,0.1411,0,0.4651,-5.96
partner_446,LATAM,Manufacturing,Silver,47,4,improving,5,4.2,48.9,37,0,1,0.2555,1,33264.93,11.05,0.2573,0.91,1,0.7778,10.46
partner_447,APAC,Services,Bronze,19,8,stable,0,3.4,48.8,7,5,0,0.0017,0,10866.55,11.36,0.2306,-0.0843,0,0.6452,9.05
partner_448,LATAM,Tech,Bronze,43,10,declining,0,0.5,59.0,9,4,0,0.0002,0,13265.55,23.12,0.3542,-0.3226,0,0.8065,19.55
partner_449,EMEA,Manufacturing,Silver,13,7,declining,3,4.0,36.1,45,4,0,0.0492,0,20452.71,-22.83,0.2614,0.7127,1,0.4286,-23.42
partner_450,LATAM,Retail,Silver,11,2,stable,5,7.8,8.8,36,0,0,0.8703,1,28584.55,-16.38,0.2569,0.3474,0,0.5357,-18.65
partner_451,EMEA,Services,Silver,48,5,improving,1,2.4,80.5,24,0,0,0.0018,0,9964.22,-18.3,0.3165,-0.1461,0,0.0294,-20.61
partner_452,APAC,Manufacturing,Silver,49,7,improving,0,3.3,43.8,0,3,1,0.0067,0,29221.35,-10.7,0.2035,0.8744,1,0.4615,-11.28
partner_453,LATAM,Services,Silver,59,7,improving,5,2.8,43.4,62,6,0,0.0536,0,15270.54,13.48,0.213,0.8336,1,0.1905,11.17
partner_454,EMEA,Services,Silver,42,7,declining,3,3.6,47.6,48,1,0,0.0326,0,44349.74,-12.12,0.1082,0.0385,0,0.8529,-14.43
partner_455,EMEA,Tech,Silver,30,8,improving,2,2.2,40.1,49,4,0,0.0468,0,40275.42,-4.73,0.1779,-0.171,0,0.8065,-8.3
partner_456,EMEA,Retail,Silver,14,10,stable,7,5.8,98.8,8,4,0,0.0005,0,30771.87,20.26,0.1004,-0.1985,0,0.5455,17.99
partner_457,APAC,Retail,Silver,20,8,improving,0,3.0,67.2,46,4,1,0.009,0,38843.37,22.34,0.2834,0.9043,1,0.625,20.07
partner_458,NA,Tech,Bronze,40,8,improving,3,2.1,67.1,64,4,0,0.0248,0,8712.26,8.02,0.2174,0.7447,1,0.5128,4.45
partner_459,LATAM,Services,Bronze,23,5,declining,8,3.4,26.8,57,0,0,0.7235,0,15454.2,25.56,0.3898,-0.4321,0,0.9048,23.25
partner_460,LATAM,Tech,Silver,31,4,declining,3,4.1,22.5,38,1,0,0.2072,0,12921.03,-5.93,0.3181,-0.2055,0,0.0588,-9.5
partner_461,NA,Services,Gold,12,5,stable,3,0.5,53.6,41,2,0,0.0299,0,45268.43,-15.76,0.2431,-0.0352,0,0.2,-18.07
partner_462,EMEA,Tech,Silver,28,7,improving,1,4.9,47.6,51,3,0,0.009,0,47217.03,11.85,0.3442,-0.5448,0,0.9355,8.28
partner_463,APAC,Retail,Bronze,16,6,improving,1,2.2,52.8,48,7,0,0.011,0,4466.73,25.1,0.2456,0.8476,1,0.2258,22.83
partner_464,NA,Tech,Silver,9,6,stable,0,3.6,38.9,45,1,0,0.0263,0,64202.35,4.15,0.2404,-0.3069,0,0.9667,0.58
partner_465,NA,Manufacturing,Bronze,10,4,improving,9,5.2,41.0,75,1,1,0.8936,1,5012.99,-14.04,0.2906,-0.1105,0,0.1515,-14.62
partner_466,LATAM,Manufacturing,Silver,33,7,stable,3,4.6,55.1,20,1,1,0.0503,0,92073.73,47.56,0.3676,0.145,0,1.0,46.98
partner_467,LATAM,Tech,Silver,24,9,stable,2,3.9,36.2,53,2,0,0.1122,0,15360.12,-3.34,0.1987,-0.4522,0,0.1765,-6.91
partner_468,APAC,Retail,Silver,8,8,improving,4,4.0,66.1,21,2,0,0.004,1,55367.49,10.67,0.2044,0.0379,0,0.875,8.4
partner_469,EMEA,Manufacturing,Silver,32,5,declining,10,5.5,60.1,0,2,1,0.1573,0,23131.47,-13.98,0.3711,-0.3163,0,0.5238,-14.57
partner_470,NA,Retail,Bronze,12,6,stable,1,2.0,88.3,15,3,0,0.0032,0,16216.94,12.92,0.3515,-0.7034,0,0.9362,10.65
partner_471,NA,Services,Bronze,3,4,stable,3,8.5,0.0,55,0,1,0.7969,1,16614.44,-17.02,0.2361,0.8965,1,0.8864,-19.33
partner_472,NA,Retail,Gold,10,6,declining,0,4.5,36.3,52,0,0,0.0603,0,56275.93,8.0,0.2507,0.4002,0,0.5455,5.73
partner_473,EMEA,Retail,Silver,29,5,stable,3,3.7,30.3,60,2,1,0.0556,0,54846.98,-8.44,0.0753,-0.4099,0,0.8788,-10.71
partner_474,EMEA,Tech,Silver,58,10,declining,1,1.0,63.6,25,3,0,0.0017,0,42932.26,21.01,0.2616,0.1598,0,0.871,17.44
partner_475,EMEA,Tech,Bronze,17,7,improving,0,1.7,98.1,57,6,0,0.001,0,10726.76,20.48,0.3552,-0.1213,0,0.625,16.91
partner_476,NA,Tech,Bronze,19,2,declining,8,6.1,13.6,60,0,1,0.9896,1,10709.62,9.04,0.3275,-0.1229,0,0.641,5.47
partner_477,NA,Tech,Bronze,17,5,stable,5,4.3,38.3,9,0,1,0.1245,0,19937.99,3.24,0.2137,0.0147,0,0.9744,-0.33
partner_478,LATAM,Services,Bronze,23,4,stable,5,7.3,27.4,60,2,0,0.3316,1,9728.23,6.62,0.349,-0.4014,0,0.5714,4.31
partner_479,LATAM,Tech,Bronze,44,7,stable,3,3.1,76.7,31,0,0,0.0044,0,6072.65,-18.05,0.2774,-0.4128,0,0.2581,-21.62
partner_480,NA,Tech,Gold,21,8,stable,1,4.1,27.0,11,3,0,0.0568,0,60617.98,-3.07,0.1047,-0.0642,0,0.4444,-6.64
partner_481,NA,Tech,Silver,41,10,stable,0,0.5,70.4,10,9,1,0.0003,0,29388.42,28.76,0.2397,-0.3303,0,0.4333,25.19
partner_482,EMEA,Retail,Bronze,55,6,improving,9,7.2,36.1,30,3,0,0.5231,1,10072.03,-9.47,0.0905,0.2338,0,0.6512,-11.74
partner_483,NA,Manufacturing,Bronze,57,4,declining,6,3.4,4.2,51,0,1,0.9223,1,6090.92,-12.51,0.1044,-0.0722,0,0.2121,-13.1
partner_484,NA,Retail,Bronze,35,5,stable,6,7.1,64.4,77,0,0,0.3477,0,7400.51,-5.05,0.3239,0.0577,0,0.3404,-7.32
partner_485,EMEA,Manufacturing,Silver,44,6,stable,2,3.8,20.3,50,0,0,0.3541,1,11821.1,-8.29,0.2864,0.1766,0,0.0952,-8.88
partner_486,NA,Retail,Bronze,56,10,stable,0,0.5,78.1,4,8,0,0.0003,0,18046.71,13.74,0.379,-0.0574,0,0.9787,11.47
partner_487,NA,Services,Silver,48,6,stable,5,6.1,44.6,81,1,1,0.3631,0,49289.31,9.53,0.3221,-0.1016,0,0.9,7.22
partner_488,EMEA,Tech,Silver,20,8,improving,3,3.0,52.4,25,2,0,0.0526,0,16512.43,-8.44,0.1759,-0.319,0,0.1935,-12.01
partner_489,NA,Services,Bronze,10,7,stable,2,2.7,30.7,13,4,1,0.0351,0,8345.03,9.94,0.1733,0.6968,1,0.5455,7.63
partner_490,NA,Tech,Silver,9,6,declining,6,5.1,43.5,22,1,1,0.5359,0,49906.3,15.12,0.2214,0.8853,1,0.7667,11.55
partner_491,LATAM,Retail,Gold,54,5,stable,5,4.8,38.9,43,1,0,0.139,0,91886.41,42.12,0.2194,0.7774,1,0.4444,39.85
partner_492,LATAM,Services,Bronze,35,10,improving,4,3.2,81.5,0,1,1,0.0031,0,7174.63,-15.2,0.2031,0.0641,0,0.381,-17.51
partner_493,LATAM,Manufacturing,Bronze,20,5,stable,4,5.1,64.0,15,1,1,0.0281,0,12651.13,4.97,0.2041,0.1771,0,0.7391,4.38
partner_494,NA,Services,Gold,23,10,improving,0,1.8,100.0,1,4,1,0.0,0,59477.21,-8.41,0.2987,0.2067,0,0.5,-10.72
partner_495,LATAM,Tech,Gold,19,6,stable,1,4.3,58.9,60,2,1,0.0389,0,101011.76,5.17,0.2839,0.072,0,1.0,1.6
partner_496,NA,Manufacturing,Silver,49,10,improving,0,0.5,100.0,17,9,0,0.0,0,58490.63,11.57,0.3982,-0.7039,0,1.0,10.98
partner_497,NA,Services,Silver,38,7,stable,2,4.9,46.3,56,3,0,0.0322,0,41475.87,21.18,0.2904,-0.0404,0,0.8,18.87
partner_498,LATAM,Manufacturing,Bronze,54,5,improving,5,3.8,64.4,56,0,0,0.018,0,6350.31,0.97,0.1681,0.0026,0,0.2609,0.38
partner_499,NA,Tech,Silver,20,8,improving,4,1.8,54.9,28,6,0,0.0048,0,40215.28,-7.23,0.2274,-0.2811,0,0.6,-10.8
partner_500,NA,Manufacturing,Bronze,30,7,stable,1,2.7,60.5,40,3,0,0.0035,0,13529.26,30.09,0.3434,0.2334,0,0.9091,29.5
partner_501,LATAM,Manufacturing,Bronze,10,7,declining,7,3.7,53.7,85,0,1,0.4256,0,15382.58,7.32,0.1061,-0.0572,0,0.8261,6.74
partner_502,APAC,Services,Silver,59,5,improving,5,5.5,36.0,52,3,1,0.5015,0,22488.32,-18.47,0.1892,0.3112,0,0.5882,-20.78
partner_503,APAC,Tech,Gold,32,10,stable,0,0.5,90.5,0,5,0,0.0,0,131695.3,19.96,0.2423,0.6975,1,0.9091,16.39
partner_504,NA,Tech,Silver,35,3,declining,4,6.6,41.4,58,0,1,0.6186,1,61619.32,14.24,0.3861,-0.051,0,0.9333,10.67
partner_505,NA,Services,Bronze,26,7,improving,2,2.4,69.1,31,4,1,0.0131,0,7998.28,0.35,0.1372,-0.0224,0,0.4773,-1.96
partner_506,LATAM,Tech,Bronze,18,6,declining,5,0.5,56.4,58,2,1,0.0905,1,12586.89,-1.48,0.228,0.0776,0,0.7419,-5.05
partner_507,NA,Manufacturing,Gold,58,9,improving,1,1.0,64.7,13,1,0,0.0041,0,36548.85,-8.79,0.2935,0.7064,1,0.1818,-9.38
partner_508,APAC,Tech,Gold,31,5,stable,5,3.3,55.1,52,2,0,0.0825,0,330098.23,18.35,0.4065,-0.3975,0,1.0,14.78
partner_509,NA,Retail,Silver,42,10,improving,2,3.4,80.4,40,3,0,0.0014,0,48553.72,13.59,0.2319,0.1145,0,0.9643,11.32
partner_510,EMEA,Manufacturing,Silver,5,6,improving,2,2.3,53.7,31,3,0,0.0024,0,28696.62,-10.24,0.1302,-0.3109,0,0.6667,-10.82
partner_511,EMEA,Retail,Bronze,19,7,stable,0,1.6,56.6,16,1,0,0.0027,0,10046.93,7.14,0.178,-0.4526,0,0.6279,4.87
partner_512,APAC,Retail,Bronze,49,8,improving,2,1.3,26.4,21,7,0,0.016,1,6688.07,-0.14,0.1813,0.0197,0,0.3226,-2.41
partner_513,EMEA,Manufacturing,Bronze,8,5,stable,6,3.0,46.6,48,0,0,0.1075,1,20740.39,18.8,0.2401,0.8633,1,1.0,18.22
partner_514,EMEA,Manufacturing,Bronze,8,4,improving,5,4.8,29.9,51,2,0,0.2926,0,10180.45,5.65,0.1465,0.0927,0,0.6538,5.07
partner_515,NA,Services,Bronze,49,6,declining,4,4.0,33.7,36,4,0,0.2706,0,6111.14,11.77,0.1014,-0.4816,0,0.2955,9.46
partner_516,EMEA,Retail,Silver,20,7,improving,3,4.0,59.5,58,5,0,0.0204,0,23343.75,-10.83,0.1039,-0.0953,0,0.3333,-13.1
partner_517,NA,Retail,Bronze,18,10,improving,0,0.5,77.2,30,1,0,0.0002,0,7798.05,2.35,0.2346,-0.071,0,0.4043,0.08
partner_518,LATAM,Services,Bronze,35,4,declining,6,4.0,71.6,26,0,1,0.4132,0,12459.34,-12.88,0.3172,-0.3097,0,0.7619,-15.19
partner_519,EMEA,Retail,Silver,14,8,stable,1,5.6,45.6,0,4,0,0.0031,0,102862.78,4.88,0.3516,-0.2124,0,1.0,2.61
partner_520,APAC,Retail,Bronze,5,8,stable,0,3.1,62.4,43,0,0,0.0024,0,12382.26,-2.92,0.1866,0.6918,1,0.7419,-5.19
partner_521,APAC,Retail,Bronze,3,3,declining,2,4.4,38.9,55,0,0,0.6933,1,2959.59,-6.24,0.3172,-0.3097,0,0.0968,-8.51
