partner_id,region,vertical,partner_tier,scoring_path,months_as_partner,avg_monthly_gtv,gtv_trend_3m,gtv_trend_yoy_3m,gtv_seasonal_deviation_pct,gtv_ramp_vs_cohort,nps_score,nps_trend,engagement_score,days_since_last_contact,has_competitor_relationship,predicted_churn_probability,expected_cost_of_inaction,primary_risk_drivers,risk_flag
partner_349,NA,Tech,Registered,mature,30,9391.26,2.25,17.37,0.0,0.0,6,declining,27.5,44,1,0.4673,26329.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_252,APAC,Retail,Certified,mature,14,32344.37,-11.36,-11.19,0.0,0.0,4,stable,42.8,58,0,0.1349,26184.0,"declining GTV, declining year-over-year, weak/declining NPS",🟡 Medium Risk
partner_15,NA,Tech,Registered,mature,33,8255.28,-6.25,12.06,28.33,0.0,5,improving,36.2,69,1,0.5238,25942.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_107,NA,Retail,Certified,new_partner,4,31810.06,1.28,1.75,0.0,44.71,5,declining,69.8,41,0,0.1358,25915.0,weak/declining NPS,🟡 Medium Risk
partner_672,NA,Manufacturing,Registered,mature,23,9171.05,1.41,-3.27,0.0,0.0,3,stable,39.0,42,1,0.4704,25884.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_300,LATAM,Tech,Certified,mature,13,29652.5,18.92,29.51,0.0,0.0,5,improving,42.3,75,0,0.1445,25707.0,"weak/declining NPS, long contact gap",🟡 Medium Risk
partner_205,EMEA,Retail,Registered,new_partner,6,25458.24,1.28,1.75,0.0,230.28,5,declining,42.7,18,1,0.1677,25616.0,"weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_704,APAC,Manufacturing,Certified,mature,9,14750.45,-8.16,0.14,0.0,0.0,3,improving,61.7,61,0,0.2863,25334.0,"declining GTV, weak/declining NPS, long contact gap",🟡 Medium Risk
partner_774,APAC,Services,Registered,mature,34,9105.36,9.8,1.82,0.63,0.0,6,improving,25.9,62,1,0.4625,25267.0,"long contact gap, competitor relationship",🟡 Medium Risk
partner_216,LATAM,Tech,Registered,mature,40,8950.53,-4.93,-8.19,0.0,0.0,5,stable,42.7,84,1,0.4693,25201.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_901,NA,Manufacturing,Registered,new_partner,5,9887.43,1.28,1.75,0.0,-56.62,5,stable,42.9,42,1,0.4245,25184.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_410,APAC,Manufacturing,Strategic,mature,56,126714.69,6.13,-3.19,0.0,0.0,7,improving,67.9,38,1,0.0328,24973.0,competitor relationship,🟡 Medium Risk
partner_924,NA,Tech,Certified,mature,48,26904.98,13.77,56.62,0.0,0.0,8,declining,21.0,35,0,0.1529,24678.0,weak/declining NPS,🟡 Medium Risk
partner_984,NA,Retail,Certified,new_partner,3,17471.84,1.28,1.75,0.0,-77.6,7,stable,14.4,44,1,0.2353,24667.0,"ramping behind cohort norm for a new partner, competitor relationship",🟡 Medium Risk
partner_539,EMEA,Services,Registered,mature,21,7059.5,-11.74,-20.48,0.0,0.0,2,improving,62.5,53,1,0.5786,24509.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_836,NA,Retail,Certified,mature,48,40464.15,4.31,38.03,0.0,0.0,5,improving,40.3,44,0,0.1008,24481.0,weak/declining NPS,🟡 Medium Risk
partner_940,EMEA,Retail,Registered,mature,59,6221.57,1.92,-17.99,0.0,0.0,4,improving,40.5,83,1,0.6551,24454.0,"declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_558,NA,Tech,Registered,mature,21,12129.35,28.38,5.06,-5.07,0.0,4,improving,55.7,69,1,0.3336,24280.0,"weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_153,EMEA,Retail,Certified,mature,41,22423.95,-1.15,-21.82,0.0,0.0,7,declining,47.1,60,1,0.1752,23575.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_946,EMEA,Services,Registered,mature,35,4906.62,-7.25,-26.28,0.0,0.0,3,stable,26.1,71,1,0.7971,23467.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_719,LATAM,Manufacturing,Registered,mature,13,12775.32,5.08,9.35,-0.31,0.0,7,stable,41.5,61,1,0.3022,23164.0,"long contact gap, competitor relationship",🟡 Medium Risk
partner_33,NA,Tech,Registered,mature,47,5386.18,-19.87,-22.41,0.0,0.0,4,stable,32.6,82,1,0.7141,23079.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟡 Medium Risk
partner_158,LATAM,Retail,Registered,mature,38,14839.25,-5.47,-7.47,0.0,0.0,5,improving,51.8,49,1,0.2589,23047.0,"declining GTV, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_356,NA,Retail,Certified,mature,24,10151.85,-24.35,-44.04,0.0,0.0,6,declining,19.9,35,1,0.3781,23029.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟡 Medium Risk
partner_871,LATAM,Tech,Certified,mature,11,69152.06,12.62,59.24,0.0,0.0,6,improving,60.6,28,1,0.0554,22971.0,competitor relationship,🟢 Low Risk
partner_338,LATAM,Manufacturing,Registered,new_partner,7,45094.83,1.28,1.75,0.0,300.0,6,stable,62.1,58,1,0.0849,22960.0,competitor relationship,🟢 Low Risk
partner_105,LATAM,Retail,Certified,mature,50,31782.84,-5.36,-0.34,-1.71,0.0,5,improving,38.8,73,0,0.1196,22809.0,"weak/declining NPS, long contact gap",🟢 Low Risk
partner_257,APAC,Services,Strategic,mature,39,99960.52,-0.38,12.75,0.0,0.0,6,declining,81.2,43,0,0.0379,22734.0,weak/declining NPS,🟢 Low Risk
partner_845,EMEA,Retail,Registered,mature,18,5632.11,-27.29,3.89,-4.4,0.0,4,stable,18.0,63,0,0.6726,22730.0,"weak/declining NPS, long contact gap",🟢 Low Risk
partner_745,NA,Manufacturing,Registered,mature,53,12913.02,2.39,5.21,0.0,0.0,4,stable,49.3,52,1,0.2862,22177.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_881,NA,Tech,Registered,mature,21,3968.7,-6.51,-25.49,0.0,0.0,3,declining,12.3,67,1,0.93,22146.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_221,NA,Retail,Registered,mature,19,16346.44,-5.94,5.28,5.93,0.0,6,improving,34.5,49,1,0.2216,21730.0,competitor relationship,🟢 Low Risk
partner_308,LATAM,Manufacturing,Registered,mature,10,6186.42,-5.74,-1.83,0.0,0.0,4,stable,46.4,78,1,0.577,21416.0,"declining GTV, weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_606,LATAM,Retail,Registered,mature,17,16013.45,17.71,76.54,0.0,0.0,5,improving,51.3,63,1,0.2202,21155.0,"weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_656,NA,Tech,Strategic,mature,52,125924.35,10.96,42.98,0.0,0.0,6,stable,54.1,46,0,0.0279,21115.0,engagement decline,🟢 Low Risk
partner_417,EMEA,Tech,Registered,mature,15,10905.23,-4.31,-21.42,0.0,0.0,6,improving,43.7,109,1,0.3163,20696.0,"declining year-over-year, long contact gap, competitor relationship",🟢 Low Risk
partner_342,APAC,Services,Registered,mature,60,11807.3,-3.57,10.9,0.0,0.0,6,declining,53.5,79,0,0.292,20686.0,"weak/declining NPS, long contact gap",🟢 Low Risk
partner_788,NA,Manufacturing,Certified,new_partner,4,35403.63,1.28,1.75,0.0,3.39,6,improving,72.6,63,0,0.097,20595.0,long contact gap,🟢 Low Risk
partner_896,APAC,Retail,Registered,mature,46,10535.73,4.45,14.59,0.0,0.0,5,stable,52.4,60,1,0.323,20421.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_250,NA,Services,Registered,mature,14,6148.28,19.24,56.19,0.0,0.0,5,stable,20.1,33,1,0.5525,20382.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_712,LATAM,Tech,Registered,mature,23,4928.02,-19.03,-28.74,0.0,0.0,3,stable,23.3,55,1,0.6783,20057.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_163,EMEA,Services,Registered,mature,16,3725.52,50.61,5.89,-1.74,0.0,6,declining,22.4,96,1,0.8956,20018.0,"weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_718,EMEA,Manufacturing,Strategic,mature,42,169380.59,22.82,82.55,0.0,0.0,8,improving,68.4,21,1,0.0196,19944.0,competitor relationship,🟢 Low Risk
partner_491,LATAM,Retail,Strategic,mature,54,131594.91,15.27,1.35,-1.66,0.0,7,improving,39.8,26,0,0.025,19702.0,engagement decline,🟢 Low Risk
partner_684,NA,Retail,Certified,mature,50,33177.38,6.01,4.09,0.0,0.0,7,stable,33.2,54,0,0.0988,19662.0,engagement decline,🟢 Low Risk
partner_678,NA,Tech,Certified,mature,19,46619.28,11.26,-6.29,4.71,0.0,6,improving,44.1,59,0,0.0689,19278.0,engagement decline,🟢 Low Risk
partner_627,LATAM,Tech,Certified,mature,48,19383.51,-0.76,-38.73,0.0,0.0,6,stable,33.9,49,1,0.1655,19253.0,"declining year-over-year, competitor relationship",🟢 Low Risk
partner_132,APAC,Tech,Certified,mature,28,19323.56,-24.57,12.21,8.46,0.0,8,stable,40.2,43,1,0.1655,19193.0,competitor relationship,🟢 Low Risk
partner_201,LATAM,Manufacturing,Registered,mature,57,6484.93,-21.83,16.54,15.32,0.0,8,improving,16.6,67,1,0.4925,19162.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_370,APAC,Tech,Certified,new_partner,6,27447.6,1.28,1.75,0.0,-46.52,6,improving,62.0,74,1,0.1155,19020.0,"ramping behind cohort norm for a new partner, long contact gap, competitor relationship",🟢 Low Risk
partner_594,NA,Tech,Registered,mature,46,28733.39,1.7,51.15,0.0,0.0,8,stable,31.1,31,1,0.1098,18936.0,competitor relationship,🟢 Low Risk
partner_713,APAC,Services,Registered,mature,35,3323.34,10.5,-14.29,0.0,0.0,3,stable,10.4,116,1,0.9414,18771.0,"declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_478,LATAM,Services,Registered,mature,23,6370.21,0.06,36.47,0.0,0.0,5,stable,43.1,56,1,0.4892,18700.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_364,EMEA,Retail,Strategic,mature,17,101881.86,2.86,-15.72,0.0,0.0,7,stable,38.7,52,0,0.0302,18467.0,declining year-over-year,🟢 Low Risk
partner_157,EMEA,Retail,Registered,new_partner,8,23318.12,1.28,1.75,0.0,294.46,7,declining,47.6,59,1,0.1314,18384.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_277,NA,Retail,Certified,new_partner,7,40988.59,1.28,1.75,0.0,-0.14,5,improving,56.1,18,1,0.0746,18341.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_208,LATAM,Tech,Registered,mature,47,5219.24,-8.88,-0.51,0.0,0.0,4,declining,31.4,56,0,0.5815,18211.0,"declining GTV, weak/declining NPS",🟢 Low Risk
partner_947,LATAM,Retail,Registered,mature,30,6239.31,-13.86,-24.02,0.0,0.0,5,improving,16.9,67,0,0.4773,17869.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap",🟢 Low Risk
partner_674,LATAM,Retail,Registered,mature,33,5177.94,-16.12,-30.1,0.0,0.0,5,declining,32.5,48,1,0.5733,17810.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_472,NA,Retail,Strategic,mature,10,199994.58,18.35,24.4,0.0,0.0,8,stable,75.7,41,0,0.0148,17721.0,engagement decline,🟢 Low Risk
partner_355,NA,Services,Registered,mature,45,8831.51,9.19,4.48,0.0,0.0,3,stable,50.8,67,1,0.3303,17505.0,"weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_737,EMEA,Services,Registered,mature,26,4044.48,-1.92,-29.97,0.0,0.0,4,declining,48.2,75,1,0.7213,17503.0,"declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_414,APAC,Services,Certified,new_partner,3,12282.26,1.28,1.75,0.0,-83.01,6,improving,23.6,61,0,0.237,17465.0,"ramping behind cohort norm for a new partner, long contact gap",🟢 Low Risk
partner_533,NA,Manufacturing,Certified,mature,31,11030.87,-7.53,-11.11,0.0,0.0,6,improving,38.7,38,1,0.2601,17217.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_549,LATAM,Tech,Registered,mature,35,3867.8,-20.71,-39.16,0.0,0.0,2,declining,39.3,58,0,0.7372,17107.0,"declining GTV, declining year-over-year, weak/declining NPS",🟢 Low Risk
partner_314,NA,Retail,Registered,new_partner,7,12888.18,1.28,1.75,0.0,72.12,6,improving,36.8,49,1,0.2208,17072.0,competitor relationship,🟢 Low Risk
partner_997,LATAM,Retail,Certified,mature,22,22388.6,3.41,-1.02,0.0,0.0,7,declining,39.0,30,1,0.126,16930.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_483,NA,Manufacturing,Registered,mature,57,9245.93,11.22,-1.93,0.0,0.0,5,declining,40.5,58,1,0.3036,16840.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_762,EMEA,Retail,Strategic,mature,19,70294.48,50.2,-0.47,9.04,0.0,7,improving,82.4,38,1,0.0399,16813.0,competitor relationship,🟢 Low Risk
partner_633,EMEA,Manufacturing,Strategic,mature,14,93885.1,-14.22,-19.46,0.0,0.0,6,improving,52.8,15,1,0.0297,16745.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_873,APAC,Services,Registered,mature,60,2969.38,0.65,-22.3,0.0,0.0,4,declining,20.5,105,1,0.9365,16686.0,"declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_893,EMEA,Manufacturing,Certified,new_partner,4,17879.12,1.28,1.75,0.0,-77.69,6,stable,31.8,55,0,0.1549,16612.0,ramping behind cohort norm for a new partner,🟢 Low Risk
partner_463,APAC,Retail,Registered,mature,16,4781.96,-34.01,0.68,-3.25,0.0,5,stable,62.8,101,1,0.5759,16524.0,"weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_701,EMEA,Services,Certified,mature,54,36470.55,28.39,111.1,0.0,0.0,6,improving,63.9,28,1,0.0749,16392.0,competitor relationship,🟢 Low Risk
partner_168,APAC,Tech,Registered,mature,48,23945.05,18.13,57.53,0.0,0.0,4,stable,72.1,61,0,0.114,16382.0,"weak/declining NPS, long contact gap",🟢 Low Risk
partner_771,EMEA,Manufacturing,Registered,mature,35,8528.71,-0.75,5.99,16.18,0.0,5,declining,71.0,52,1,0.32,16377.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_612,LATAM,Services,Certified,new_partner,5,26427.32,1.28,1.75,0.0,-1.72,7,improving,55.4,70,1,0.1033,16376.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_298,APAC,Retail,Registered,mature,52,3401.92,33.23,8.78,16.58,0.0,5,declining,19.5,54,1,0.7975,16277.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_648,NA,Services,Certified,mature,49,21197.44,-11.15,-9.76,0.0,0.0,7,declining,76.5,48,1,0.1278,16251.0,"declining GTV, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_958,NA,Retail,Registered,mature,57,7834.12,10.29,18.37,0.0,0.0,5,stable,42.6,55,1,0.3413,16044.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_911,LATAM,Retail,Certified,mature,39,17200.0,-10.77,-27.99,0.0,0.0,7,stable,41.5,70,0,0.1549,15986.0,"declining GTV, declining year-over-year, long contact gap",🟢 Low Risk
partner_144,NA,Services,Certified,mature,58,18984.59,3.05,36.61,0.0,0.0,4,improving,28.3,5,1,0.1391,15842.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_758,APAC,Services,Certified,mature,29,27177.56,-16.98,-29.36,0.0,0.0,4,stable,42.0,25,1,0.0971,15828.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_844,NA,Services,Registered,mature,22,41530.32,33.27,76.21,0.0,0.0,5,stable,62.7,63,0,0.0626,15592.0,"weak/declining NPS, long contact gap",🟢 Low Risk
partner_877,NA,Retail,Registered,mature,28,7167.89,-12.79,-5.53,-10.17,0.0,7,stable,30.2,73,1,0.3624,15584.0,"underperforming their own normal season, long contact gap, competitor relationship",🟢 Low Risk
partner_246,APAC,Retail,Registered,mature,22,13051.73,13.94,10.17,-0.15,0.0,7,declining,48.0,53,0,0.198,15504.0,weak/declining NPS,🟢 Low Risk
partner_129,EMEA,Manufacturing,Registered,mature,21,9863.06,2.15,-4.42,0.0,0.0,4,stable,47.0,54,1,0.26,15384.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_172,NA,Manufacturing,Registered,mature,21,11378.92,-2.57,-2.06,0.0,0.0,4,stable,18.1,44,0,0.2253,15382.0,weak/declining NPS,🟢 Low Risk
partner_588,NA,Manufacturing,Registered,mature,31,6118.81,-1.62,6.02,0.0,0.0,4,stable,46.8,57,1,0.4134,15178.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_1,LATAM,Retail,Certified,mature,38,25427.66,-9.93,-12.24,0.0,0.0,7,improving,41.3,65,0,0.0992,15133.0,"declining GTV, declining year-over-year, long contact gap",🟢 Low Risk
partner_453,LATAM,Services,Certified,mature,59,44265.4,44.34,-0.15,-9.86,0.0,5,declining,64.1,57,0,0.0568,15077.0,weak/declining NPS,🟢 Low Risk
partner_680,NA,Tech,Registered,mature,33,4990.11,23.47,10.92,5.84,0.0,5,stable,43.8,44,1,0.5027,15050.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_274,NA,Manufacturing,Certified,mature,51,31945.81,-11.99,-2.15,0.0,0.0,6,improving,71.1,70,1,0.0781,14969.0,"declining GTV, long contact gap, competitor relationship",🟢 Low Risk
partner_867,APAC,Services,Registered,mature,28,6377.54,-1.88,-26.63,0.0,0.0,6,improving,27.1,55,1,0.3907,14948.0,"declining year-over-year, competitor relationship",🟢 Low Risk
partner_618,NA,Manufacturing,Strategic,mature,37,78631.97,52.95,3.61,3.05,0.0,5,improving,59.4,14,1,0.0315,14883.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_84,EMEA,Services,Registered,mature,56,8171.79,8.55,22.76,0.0,0.0,4,declining,51.5,30,1,0.3028,14845.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_86,EMEA,Manufacturing,Registered,mature,47,10179.73,-0.96,2.06,0.0,0.0,3,stable,46.5,17,1,0.2419,14777.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_575,APAC,Retail,Certified,mature,10,46446.53,-1.51,29.65,0.0,0.0,7,improving,60.4,38,1,0.0523,14570.0,competitor relationship,🟢 Low Risk
partner_449,EMEA,Manufacturing,Certified,mature,13,19709.04,20.09,2.43,-2.8,0.0,5,stable,53.2,41,1,0.1226,14500.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_313,EMEA,Manufacturing,Registered,new_partner,5,6905.36,1.28,1.75,0.0,-66.52,5,improving,36.7,46,1,0.3498,14493.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_175,EMEA,Tech,Registered,mature,29,10106.48,-3.64,12.07,0.0,0.0,4,stable,58.8,53,1,0.2383,14449.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_950,NA,Services,Strategic,mature,35,89805.39,-0.26,29.58,0.0,0.0,7,improving,63.4,18,1,0.0266,14350.0,competitor relationship,🟢 Low Risk
partner_482,EMEA,Retail,Registered,mature,55,5670.06,-2.68,-7.2,0.0,0.0,5,declining,64.1,53,1,0.421,14321.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_421,LATAM,Manufacturing,Registered,mature,39,6001.51,-1.31,27.68,0.0,0.0,6,declining,27.9,61,0,0.3976,14319.0,"weak/declining NPS, long contact gap",🟢 Low Risk
partner_303,NA,Services,Registered,mature,12,6456.5,-9.73,-28.44,0.0,0.0,4,declining,57.1,49,1,0.3678,14247.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_206,EMEA,Retail,Certified,mature,58,38933.45,17.28,49.71,0.0,0.0,6,stable,58.9,39,1,0.061,14240.0,competitor relationship,🟢 Low Risk
partner_952,EMEA,Retail,Certified,mature,28,26314.73,-33.59,-5.29,-11.99,0.0,7,stable,72.1,61,1,0.09,14216.0,"underperforming their own normal season, long contact gap, competitor relationship",🟢 Low Risk
partner_518,LATAM,Services,Registered,mature,35,9244.06,-7.14,-32.8,0.0,0.0,6,declining,56.3,51,1,0.2539,14085.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_925,EMEA,Retail,Registered,mature,23,10957.67,-6.37,-4.62,0.0,0.0,5,improving,60.3,81,1,0.2129,13996.0,"declining GTV, weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_748,NA,Tech,Registered,mature,12,13797.05,22.6,47.93,0.0,0.0,6,declining,39.0,35,0,0.1671,13835.0,weak/declining NPS,🟢 Low Risk
partner_259,EMEA,Tech,Registered,mature,45,20516.54,16.49,15.31,8.68,0.0,4,stable,51.1,55,0,0.1122,13811.0,weak/declining NPS,🟢 Low Risk
partner_548,EMEA,Services,Registered,mature,44,14700.9,24.74,55.28,0.0,0.0,5,declining,69.1,43,1,0.1566,13810.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_484,NA,Retail,Registered,mature,35,5386.45,-14.87,-17.25,0.0,0.0,4,stable,46.3,66,1,0.4271,13802.0,"declining GTV, declining year-over-year, weak/declining NPS, long contact gap, competitor relationship",🟢 Low Risk
partner_920,NA,Services,Certified,mature,48,14821.98,5.29,-7.72,0.0,0.0,5,declining,49.5,51,0,0.1543,13723.0,weak/declining NPS,🟢 Low Risk
partner_593,NA,Services,Certified,mature,24,69398.37,2.19,5.3,0.0,0.0,5,declining,87.4,27,0,0.0329,13718.0,weak/declining NPS,🟢 Low Risk
partner_413,EMEA,Services,Registered,new_partner,7,7642.6,1.28,1.75,0.0,-33.19,7,declining,39.1,51,1,0.2969,13616.0,"ramping behind cohort norm for a new partner, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_923,LATAM,Tech,Registered,mature,30,6182.49,-15.45,-8.68,0.0,0.0,6,improving,36.7,59,1,0.3627,13454.0,"declining GTV, competitor relationship",🟢 Low Risk
partner_318,LATAM,Retail,Certified,mature,56,9902.61,2.1,-23.95,0.0,0.0,5,improving,54.5,55,1,0.2256,13405.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_289,NA,Tech,Registered,mature,18,3666.71,1.32,-21.72,0.0,0.0,3,stable,52.1,87,0,0.5905,12991.0,"declining year-over-year, weak/declining NPS, long contact gap",🟢 Low Risk
partner_178,APAC,Tech,Certified,mature,34,32198.16,-3.11,-7.9,0.0,0.0,6,stable,52.6,36,1,0.0667,12878.0,competitor relationship,🟢 Low Risk
partner_538,EMEA,Manufacturing,Registered,mature,58,12278.7,-6.17,1.18,0.0,0.0,5,stable,35.1,46,1,0.1743,12840.0,"declining GTV, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_535,EMEA,Retail,Strategic,mature,59,175954.6,13.87,82.19,0.0,0.0,8,declining,71.6,13,0,0.0121,12788.0,weak/declining NPS,🟢 Low Risk
partner_119,NA,Retail,Registered,mature,32,4827.52,-4.67,-24.62,0.0,0.0,6,improving,35.7,67,1,0.4407,12766.0,"declining year-over-year, long contact gap, competitor relationship",🟢 Low Risk
partner_761,LATAM,Tech,Certified,new_partner,4,53773.69,1.28,1.75,0.0,27.27,8,stable,48.2,34,1,0.0395,12751.0,competitor relationship,🟢 Low Risk
partner_742,EMEA,Retail,Certified,mature,54,35871.11,-12.16,13.15,20.94,0.0,7,improving,60.2,72,0,0.059,12707.0,long contact gap,🟢 Low Risk
partner_110,APAC,Retail,Registered,mature,38,3901.83,-8.43,-23.27,0.0,0.0,5,declining,44.2,42,1,0.5372,12575.0,"declining GTV, declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_608,EMEA,Retail,Registered,mature,60,8997.94,-22.7,12.66,5.51,0.0,6,stable,34.6,39,1,0.2321,12528.0,competitor relationship,🟢 Low Risk
partner_801,LATAM,Manufacturing,Strategic,mature,52,52137.43,-6.45,-23.25,0.0,0.0,6,improving,43.7,14,1,0.04,12526.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_188,EMEA,Services,Certified,mature,58,47227.89,14.31,8.76,0.0,0.0,7,stable,40.5,72,0,0.0441,12496.0,long contact gap,🟢 Low Risk
partner_381,NA,Tech,Certified,mature,19,19836.39,-2.72,-13.2,0.0,0.0,9,declining,36.2,42,1,0.1043,12411.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_284,EMEA,Manufacturing,Certified,mature,13,75723.73,14.2,55.7,0.0,0.0,7,stable,69.5,35,1,0.0273,12390.0,competitor relationship,🟢 Low Risk
partner_808,EMEA,Tech,Certified,mature,55,19130.22,2.53,-21.51,0.0,0.0,4,improving,41.3,31,0,0.1075,12339.0,"declining year-over-year, weak/declining NPS",🟢 Low Risk
partner_726,EMEA,Retail,Certified,mature,36,13506.4,16.61,7.87,3.47,0.0,6,stable,39.7,38,1,0.1521,12322.0,competitor relationship,🟢 Low Risk
partner_354,NA,Tech,Certified,mature,53,16198.78,-16.69,-32.01,0.0,0.0,6,improving,57.0,59,1,0.1261,12252.0,"declining GTV, declining year-over-year, competitor relationship",🟢 Low Risk
partner_46,APAC,Tech,Registered,mature,30,9639.2,-0.53,-20.35,0.0,0.0,4,stable,26.3,7,1,0.2099,12140.0,"declining year-over-year, weak/declining NPS, competitor relationship",🟢 Low Risk
partner_834,LATAM,Retail,Certified,mature,38,9951.73,-6.09,-2.83,0.0,0.0,6,stable,23.8,9,1,0.2007,11985.0,"declining GTV, competitor relationship",🟢 Low Risk
partner_372,EMEA,Services,Registered,new_partner,7,24024.47,1.28,1.75,0.0,247.49,7,declining,77.0,57,1,0.0823,11867.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_5,EMEA,Manufacturing,Registered,mature,30,5539.1,13.51,-3.63,0.0,0.0,7,declining,33.7,27,1,0.3546,11784.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_473,EMEA,Retail,Certified,mature,29,12737.74,-13.58,-15.05,0.0,0.0,8,stable,38.8,66,1,0.1539,11760.0,"declining GTV, declining year-over-year, long contact gap, competitor relationship",🟢 Low Risk
partner_90,NA,Tech,Registered,mature,46,12929.34,11.62,48.31,0.0,0.0,5,improving,51.0,50,1,0.1515,11751.0,"weak/declining NPS, competitor relationship",🟢 Low Risk
partner_854,APAC,Services,Registered,new_partner,8,20124.67,1.28,1.75,0.0,175.97,7,improving,50.8,72,1,0.0963,11624.0,"long contact gap, competitor relationship",🟢 Low Risk
partner_130,NA,Services,Registered,mature,24,9988.86,7.18,39.01,0.0,0.0,6,stable,46.8,56,1,0.1917,11487.0,competitor relationship,🟢 Low Risk
partner_317,NA,Manufacturing,Registered,mature,48,7281.54,-3.48,-19.53,0.0,0.0,6,stable,23.1,60,1,0.2618,11437.0,"declining year-over-year, competitor relationship",🟢 Low Risk
partner_568,EMEA,Retail,Registered,new_partner,8,19482.4,1.28,1.75,0.0,94.48,4,improving,36.7,39,0,0.097,11334.0,weak/declining NPS,🟢 Low Risk
